item_id,hotel_id,city,rows,occ_cells,alerts,template,sg_on,state,options,sg_rows,dup_groups,neg_rows,pos_rows,hotel_name_hint,t_vn
423,paradise-suites-dich-vong-hau,Hà Nội,6,0,0,gọn(không_cột),False,gọn,6,0,0,0,0,Luxe Paradise Suites Hotel Dich Vong Hau,2026-09-25 21:26:28
425,the-bloom-ha-noi-ha-noi,Hà Nội,8,0,0,gọn(không_cột),False,gọn,8,0,0,0,8,The Bloom Hanoi - Bespoke Living,2026-09-25 21:26:47
426,sazihome-cau-giay,Hà Nội,6,0,0,gọn(không_cột),False,gọn,6,0,0,0,0,SAZI Cau Giay Hotel Hanoi,2026-09-25 21:27:02
427,granda-legend-apartment,Hà Nội,3,0,0,gọn(không_cột),False,gọn,3,0,0,0,0,Granda Legend Apartment,2026-09-25 21:27:17
428,crabby-homes-cau-giay2,Hà Nội,1,0,0,gọn(không_cột),False,gọn,1,0,0,0,0,Crabby homes,2026-09-25 21:27:31
430,htc-home-kham-thien,Hà Nội,5,5,1,có_cột_số_người,True,BẬT(có dòng 1 khách),5,1,0,0,0,HTC Home,2026-09-25 21:27:48
431,lily-hometel-doi-can,Hà Nội,7,7,1,có_cột_số_người,True,BẬT(có dòng 1 khách),7,1,1,0,0,Jasmine Apartment managed by Lily Home,2026-09-25 21:28:01
432,bens-premier-amp-apartment-hanoi-center,Hà Nội,6,0,0,gọn(không_cột),False,gọn,6,0,0,0,0,Ben's Premier Hotel & Apartment - Hanoi Center,2026-09-25 21:28:16
433,an-suites,Hà Nội,10,0,0,gọn(không_cột),False,gọn,10,0,0,0,0,An Suites,2026-09-25 21:28:30
434,sao-mai-boutique,Hà Nội,13,13,1,có_cột_số_người,True,BẬT(có dòng 1 khách),13,1,1,0,13,Sao Mai Boutique,2026-09-25 21:28:45
435,nesta-hao-nam,Hà Nội,16,16,2,có_cột_số_người,True,BẬT(có dòng 1 khách),16,2,2,0,16,Nesta Hotel & Spa,2026-09-25 21:29:01
436,saigon-sun-1,Hà Nội,6,0,0,gọn(không_cột),False,gọn,6,0,0,0,0,Collection O Le Grand Hanoi hotel - The Sun,2026-09-25 21:29:16
437,demo-inn-ine,Hà Nội,7,0,0,gọn(không_cột),False,gọn,7,0,2,0,0,DEMO Inn & Ine - Poetic Studio Stay by ATV,2026-09-25 21:29:30
438,sense-ha-noi-madelises,Hà Nội,6,6,2,có_cột_số_người,True,BẬT(có dòng 1 khách),6,2,2,0,0,Madelise Hanoi View Hotel,2026-09-25 21:29:44
439,crescendo-limitless-style-dong-da1,Hà Nội,4,0,0,gọn(không_cột),False,gọn,4,0,0,0,0,Crescendo Limitless Style,2026-09-25 21:29:58
440,koala,Hà Nội,3,0,0,gọn(không_cột),False,gọn,3,0,0,0,0,Koala,2026-09-25 21:30:11
441,elegant-amp-japanese-style-serviced-apartment,Hà Nội,4,0,0,gọn(không_cột),False,gọn,4,0,0,0,0,HB Service,2026-09-25 21:30:26
442,the-little-hanoi-cool-apartment-lakeside,Hà Nội,5,5,1,có_cột_số_người,True,BẬT(có dòng 1 khách),5,1,1,0,0,The Little Ha Noi,2026-09-25 21:30:40
443,de-mei-house,Hà Nội,8,8,4,có_cột_số_người,True,BẬT(có dòng 1 khách),8,4,4,0,0,De' Mei,2026-09-25 21:30:55
444,vm-apartment-27-29-vong-thi-the-lakeview-west-lake,Hà Nội,2,0,0,gọn(không_cột),False,gọn,2,0,0,0,0,VM apartment,2026-09-25 21:31:09
445,vnahomes-aparthotel,Hà Nội,25,25,8,có_cột_số_người,True,BẬT(có dòng 1 khách),25,8,8,0,9,VinaHome Hotel,2026-09-25 21:31:23
446,22land-residence-2,Hà Nội,15,0,0,gọn(không_cột),False,gọn,15,0,0,0,15,22 Land,2026-09-25 21:31:41
447,fte-ba-dinh,Hà Nội,4,0,0,gọn(không_cột),False,gọn,4,0,2,0,4,FTE Ba Dinh,2026-09-25 21:32:00
449,bao-anh-long-bien2,Hà Nội,3,0,0,gọn(không_cột),False,gọn,3,0,0,0,0,Bảo Anh Hotel,2026-09-25 21:32:17
450,diamond-long-bien,Hà Nội,3,0,0,gọn(không_cột),False,gọn,3,0,0,0,0,Diamond Hotel CoLinh,2026-09-25 21:32:31
451,atypik-vietnam-house,Hà Nội,4,0,0,gọn(không_cột),False,gọn,4,0,0,0,0,Atypik Vietnam House,2026-09-25 21:32:45
452,hana-thien-phu-hanoi,Hà Nội,2,0,0,gọn(không_cột),False,gọn,2,0,0,0,0,Thien Phu Garden Hotel,2026-09-25 21:32:59
453,light-ha-noi,Hà Nội,2,0,0,gọn(không_cột),False,gọn,2,0,0,0,0,Light Hotel Ha Noi - Near AEON Mall Long Bien,2026-09-25 21:33:12
454,vinhomes-ocean-park-bunnys-homes-nature-room,Hà Nội,12,12,1,có_cột_số_người,True,BẬT(có dòng 1 khách),12,1,4,0,0,Bunnys Homes - Service Apartment,2026-09-25 21:33:26
455,la-passion-hanoi-amp-spa,Hà Nội,3,0,0,gọn(không_cột),False,gọn,3,0,0,0,3,La Passion Hanoi Hotel & Spa,2026-09-25 21:33:43
456,pearl-house-s1-08-vinhome-ocean-park,Hà Nội,2,2,1,có_cột_số_người,True,BẬT(có dòng 1 khách),2,1,1,0,0,Homestay Vinhome Ocean Park - Pearl house S108,2026-09-25 21:33:57
459,nice-amp-new-apt-nearly-parking-1br-in-ocean-park,Hà Nội,12,0,0,gọn(không_cột),False,gọn,12,0,3,0,0,High Ser-Apt -Warmly & Spacious- Peaceful- Bathtub- Greenview- Nearly bus stop- 30mins by car to HanoiOldQuater - Vinhomes OceanPark,2026-09-25 21:34:17
460,hanoi-jade-hostel,Hà Nội,7,0,0,gọn(không_cột),False,gọn,7,0,0,0,0,Hanoi Jade Hostel,2026-09-25 21:34:32
461,little-hanoi-old-quarter-hostel,Hà Nội,6,0,0,gọn(không_cột),False,gọn,6,0,0,0,0,Little Hanoi Old Quarter Hostel,2026-09-25 21:34:47
462,sunny-hanoi-homestay,Hà Nội,10,10,1,có_cột_số_người,True,BẬT(có dòng 1 khách),10,1,1,0,0,Sunny Hanoi Homestay,2026-09-25 21:35:01
463,ks-huy-hoang-airport,Hà Nội,3,3,1,có_cột_số_người,True,BẬT(có dòng 1 khách),3,1,0,3,0,Huy Hoang Airport,2026-09-25 21:35:16
464,thanh-huong-99-noi-bai-ha-noi1,Hà Nội,3,0,0,gọn(không_cột),False,gọn,3,0,0,0,0,Thanh Hương 99 Hotel - Nội Bài,2026-09-25 21:35:29
465,van-anh-noi-bai1,Hà Nội,3,0,0,gọn(không_cột),False,gọn,3,0,0,0,0,Van Anh Hotel,2026-09-25 21:35:42
467,hd-house-soc-son,Hà Nội,8,8,4,có_cột_số_người,True,BẬT(có dòng 1 khách),8,4,2,0,0,HD House,2026-09-25 21:35:58
468,noibai-airport,Hà Nội,5,0,0,gọn(không_cột),False,gọn,5,0,0,0,0,Noi Bai Airport Hotel,2026-09-25 21:36:11
469,dragon-airport,Hà Nội,12,0,0,gọn(không_cột),False,gọn,12,0,0,0,6,Dragon Airport Hotel,2026-09-25 21:36:26
470,grand-dragon-noi-bai,Hà Nội,15,0,0,gọn(không_cột),False,gọn,15,0,0,0,5,Grand Dragon Noi Bai Hotel,2026-09-25 21:36:40
471,grand-dragon-hanoi,Hà Nội,23,23,6,có_cột_số_người,True,BẬT(có dòng 1 khách),23,6,3,0,14,Grand Dragon Hotel Hanoi,2026-09-25 21:36:55
472,ping,Hà Nội,14,0,0,gọn(không_cột),False,gọn,14,0,2,0,6,Ping Hotel,2026-09-25 21:37:12
473,blue-hanoi-inn-city,Hà Nội,6,0,0,gọn(không_cột),False,gọn,6,0,0,0,0,Blue Hanoi Inn City Hotel,2026-09-25 21:37:28
474,alaya-6-apartment,Hà Nội,4,0,0,gọn(không_cột),False,gọn,4,0,0,0,0,BIG Apartment Ha Noi,2026-09-25 21:37:43
475,panda-cau-giay,Hà Nội,11,0,0,gọn(không_cột),False,gọn,11,0,0,0,0,C'Bon Hotel Do Quang,2026-09-25 21:37:57
476,the-little-hanoi-super-central-apartment-cau-giay,Hà Nội,8,8,1,có_cột_số_người,True,BẬT(có dòng 1 khách),8,1,1,0,0,The Little Hanoi - Super Central Apartment,2026-09-25 21:38:12
477,obis,Hà Nội,7,0,0,gọn(không_cột),False,gọn,7,0,0,0,0,Coco Hotel Cau Giay,2026-09-25 21:38:27
478,lotus-aroma,Hà Nội,4,0,0,gọn(không_cột),False,gọn,4,0,0,0,0,Lotus Aroma Hotel,2026-09-25 21:38:42
479,t-amp-m-luxury-hanoi,Hà Nội,4,4,1,có_cột_số_người,True,BẬT(có dòng 1 khách),4,1,1,0,4,T&M Luxury Hotel Hanoi,2026-09-25 21:39:02
480,majestik,Hà Nội,4,0,0,gọn(không_cột),False,gọn,4,0,0,0,0,Majestik Hotel,2026-09-25 21:39:17
481,a89-rosarian,Hà Nội,6,6,3,có_cột_số_người,True,BẬT(có dòng 1 khách),6,3,3,0,0,A89 Rosarian Hotel,2026-09-25 21:39:31
482,hottel-ha-thanh,Hà Nội,2,0,0,gọn(không_cột),False,gọn,2,0,0,0,0,HOTTEL HÀ THÀNH,2026-09-25 21:39:45
483,bounty,Hà Nội,3,0,0,gọn(không_cột),False,gọn,3,0,0,0,3,Bounty Hotel,2026-09-25 21:39:59
484,au-viet,Hà Nội,5,0,0,gọn(không_cột),False,gọn,5,0,0,0,5,Au Viet Hotel,2026-09-25 21:40:12
485,era-apartment-dinh-thon,Hà Nội,3,0,0,gọn(không_cột),False,gọn,3,0,0,0,0,Era Apartment Dinh Thon,2026-09-25 21:40:26
486,v-inn-studio-apartment,Hà Nội,2,0,0,gọn(không_cột),False,gọn,2,0,0,0,0,V House 5 Serviced Apartment,2026-09-25 21:40:39
487,blubiz,Hà Nội,14,0,0,gọn(không_cột),False,gọn,14,0,0,0,7,Brilliant Me Tri Hotel & Spa,2026-09-25 21:40:52
488,grace-amp-residence,Hà Nội,5,0,0,gọn(không_cột),False,gọn,5,0,0,0,5,그레이스 호텔 Grace Hotel & Residence,2026-09-25 21:41:06
489,le-grand-hanoi-the-oriental,Hà Nội,5,5,1,có_cột_số_người,True,BẬT(có dòng 1 khách),5,1,1,0,0,Le Grand Hanoi Hotel - The Oriental,2026-09-25 21:41:20
490,granda-lake-view-amp-apartment,Hà Nội,6,0,0,gọn(không_cột),False,gọn,6,0,0,0,0,Granda Lake View Hotel & Apartment,2026-09-25 21:41:35
491,adeline,Hà Nội,8,0,0,gọn(không_cột),False,gọn,8,0,0,0,0,Adeline Hotel Hanoi,2026-09-25 21:41:50
494,rosa-hanoi,Hà Nội,4,0,0,gọn(không_cột),False,gọn,4,0,0,0,0,Rosa Hanoi Hotel,2026-09-25 21:43:16
495,granda-trung-hoa-apartment,Hà Nội,4,0,0,gọn(không_cột),False,gọn,4,0,0,0,0,Granda Hanoi Hotel & Apartment,2026-09-25 21:43:30
496,istay-apartment-6,Hà Nội,2,0,0,gọn(không_cột),False,gọn,2,0,0,0,0,V House 6 Serviced Apartment,2026-09-25 21:43:44
497,travelmate-hanoi-hanoi,Hà Nội,1,0,0,gọn(không_cột),False,gọn,1,0,0,0,0,Blue Hanoi Inn Hotel,2026-09-25 21:43:57
498,era-apartment-chua-lang,Hà Nội,3,0,0,gọn(không_cột),False,gọn,3,0,0,0,0,Era Apartment - Chùa Láng,2026-09-25 21:44:10
499,irest-signature-ba-dinh-lakeside,Hà Nội,11,0,0,gọn(không_cột),False,gọn,11,0,3,0,0,iRest Signature Ba Dinh Lakeside,2026-09-25 21:44:24
500,era-km-apartment,Hà Nội,3,0,0,gọn(không_cột),False,gọn,3,0,0,0,0,Era Apartment Kim Ma,2026-09-25 21:44:38
501,hi-home-house-near-lake,Hà Nội,2,0,0,gọn(không_cột),False,gọn,2,0,0,0,0,Hi.Home House near Lake,2026-09-25 21:44:52
502,happii-homestay,Hà Nội,2,0,0,gọn(không_cột),False,gọn,2,0,0,0,0,Happii Homestay,2026-09-25 21:45:06
504,mely,Hà Nội,11,11,3,có_cột_số_người,True,BẬT(có dòng 1 khách),11,3,0,0,5,Mely Hotel Hà Nội,2026-09-25 21:45:24
505,royal-lotus-cau-giay,Hà Nội,8,0,0,gọn(không_cột),False,gọn,8,0,0,0,0,Royal Lotus Hotel,2026-09-25 21:45:39
506,hoang-gia-dai-mo-ha-noi,Hà Nội,8,0,0,gọn(không_cột),False,gọn,8,0,0,0,0,Khách sạn Hoang Gia (Hoang Gia Hotel),2026-09-25 21:45:52
507,era-apartment-thanh-xuan,Hà Nội,2,0,0,gọn(không_cột),False,gọn,2,0,0,0,0,Era Apartment Nguyen Trai,2026-09-25 21:46:06
508,heritage-premium-hanoi-central,Hà Nội,4,0,0,gọn(không_cột),False,gọn,4,0,1,0,4,L'Heritage Premium Hanoi Central,2026-09-25 21:46:18
510,hnh-homestay,Hà Nội,1,0,0,gọn(không_cột),False,gọn,1,0,0,0,0,HnH homestay,2026-09-25 21:46:37
511,atlanta-residences,Hà Nội,21,21,4,có_cột_số_người,True,BẬT(có dòng 1 khách),21,4,4,0,0,Atlanta Residences,2026-09-25 21:46:49
512,riverside-boutique,Hà Nội,4,0,0,gọn(không_cột),False,gọn,4,0,0,0,0,Riverside Boutique Hotel,2026-09-25 21:47:06
513,chez-van,Hà Nội,6,0,0,gọn(không_cột),False,gọn,6,0,0,6,0,Chez Van,2026-09-25 21:47:19
514,the-ann-hanoi,Hà Nội,18,18,2,có_cột_số_người,True,BẬT(có dòng 1 khách),18,2,2,0,13,The Ann Hanoi Hotel & Spa,2026-09-25 21:47:33
515,daisys-stay,Hà Nội,2,0,0,gọn(không_cột),False,gọn,2,0,0,0,0,DAISY'S STAY,2026-09-25 21:47:52
516,hanoi-bens-apartment-and-pub-2,Hà Nội,7,7,1,có_cột_số_người,True,BẬT(có dòng 1 khách),7,1,1,0,0,Hanoi Ben's Apartment And Hotel - Pub 2,2026-09-25 21:48:05
517,hanoi-vista,Hà Nội,8,0,0,gọn(không_cột),False,gọn,8,0,0,0,8,Hanoi Vista Hotel,2026-09-25 21:48:20
519,adonis,Hà Nội,3,0,0,gọn(không_cột),False,gọn,3,0,0,0,3,Adonis Hotel,2026-09-25 21:48:39
520,langmandi-experience-ntn,Hà Nội,3,0,0,gọn(không_cột),False,gọn,3,0,0,0,0,Langmandi Experience Ngô Thì Nhậm,2026-09-25 21:48:53
521,muse-hanoi-boutique-apartment,Hà Nội,3,0,0,gọn(không_cột),False,gọn,3,0,0,0,0,Yen Boutique Apartments,2026-09-25 21:49:06
522,le-grand-hanoi-the-central-park,Hà Nội,6,0,0,gọn(không_cột),False,gọn,6,0,0,0,0,Collection O Le Grand Hanoi hotel - The Central Park,2026-09-25 21:49:20
523,tonkin-house,Hà Nội,2,2,1,có_cột_số_người,True,BẬT(có dòng 1 khách),2,1,1,0,0,Tonkin House,2026-09-25 21:49:33
525,blue-hanoi,Hà Nội,17,17,4,có_cột_số_người,True,BẬT(có dòng 1 khách),17,4,4,0,17,Blue Hanoi Hotel,2026-09-25 21:49:50
526,sunrise-hanoi-hanoi,Hà Nội,5,0,0,gọn(không_cột),False,gọn,5,0,0,0,0,Sunrise Hanoi Hotel,2026-09-25 21:50:07
527,cozy-oasis-gan-ho-hoan-kiem-ha-noi,Hà Nội,5,0,0,gọn(không_cột),False,gọn,5,0,0,0,0,Cozy Oasis - Gần Hồ Hoàn Kiếm,2026-09-25 21:50:21
528,pan-pacific-hanoi,Hà Nội,34,0,0,gọn(không_cột),False,gọn,34,0,1,0,20,Pan Pacific Hanoi,2026-09-25 21:50:34
529,dusit-le-palais-tu-hoa-hanoi,Hà Nội,72,72,27,có_cột_số_người,True,BẬT(có dòng 1 khách),72,27,27,0,36,Dusit Le Palais Tu Hoa Hanoi,2026-09-25 21:50:52
530,intercontinental-westlake,Hà Nội,69,0,0,gọn(không_cột),False,gọn,69,0,9,0,39,InterContinental Hanoi Westlake by IHG,2026-09-25 21:51:20
531,alan-lumiere-boutique-hanoi,Hà Nội,10,0,0,gọn(không_cột),False,gọn,10,0,0,0,0,Alan Lumière Boutique Hotel Hanoi,2026-09-25 21:51:46
532,may-de-ville-prestige,Hà Nội,6,0,0,gọn(không_cột),False,gọn,6,0,0,0,5,MAY DE VILLE Prestige Hotel,2026-09-25 21:52:01
533,hanoi-luxury-old-quarter,Hà Nội,2,0,0,gọn(không_cột),False,gọn,2,0,0,0,2,Hanoi Luxury Hotel - Old Quarter,2026-09-25 21:52:16
534,ja-cosmo-and-spa,Hà Nội,9,9,1,có_cột_số_người,True,BẬT(có dòng 1 khách),9,1,1,0,9,Ja Cosmo Hotel and Spa,2026-09-25 21:52:29
535,pavilion-essence-hanoi,Hà Nội,7,0,0,gọn(không_cột),False,gọn,7,0,2,0,7,Pavilion Essence Hanoi Hotel,2026-09-25 21:52:44
536,green-lp-amp-apartment,Vũng Tàu,9,0,0,gọn(không_cột),False,gọn,9,0,2,0,0,Green LP Hotel & Apartment,2026-09-25 21:52:58
537,bella-vt,Vũng Tàu,7,0,0,gọn(không_cột),False,gọn,7,0,0,0,0,BELLA VT Bãi Sau,2026-09-25 21:53:13
538,diamond-sea-vung-tau,Vũng Tàu,16,0,0,gọn(không_cột),False,gọn,16,0,0,0,0,Diamond Sea Hotel,2026-09-25 21:53:27
540,sunset-amp-apartment-thanh-pho-vung-tau,Vũng Tàu,3,0,0,gọn(không_cột),False,gọn,3,0,0,0,0,Sunset Hotel & Apartment,2026-09-25 21:53:47
541,hai-long-vung-tau1,Vũng Tàu,6,0,0,gọn(không_cột),False,gọn,6,0,0,0,0,Hải Long Hotel 2,2026-09-25 21:54:00
542,gia-an-vung-tau4,Vũng Tàu,5,5,1,có_cột_số_người,True,BẬT(có dòng 1 khách),5,1,1,0,0,Gia An Hotel,2026-09-25 21:54:14
543,hong-hai-2,Vũng Tàu,11,0,0,gọn(không_cột),False,gọn,11,0,0,0,0,HỒNG HẢI 2 HOTEL,2026-09-25 21:54:29
544,khach-san-novena,Vũng Tàu,8,0,0,gọn(không_cột),False,gọn,8,0,0,0,0,Novena Hotel,2026-09-25 21:54:44
545,cen,Vũng Tàu,5,0,0,gọn(không_cột),False,gọn,5,0,0,0,0,Cen Hotel,2026-09-25 21:54:58
546,minhdat-homestay,Vũng Tàu,4,0,0,gọn(không_cột),False,gọn,4,0,0,0,0,3H GRAND HOTEL Vũng Tàu,2026-09-25 21:55:12
547,aquatel-vung-tau,Vũng Tàu,10,0,0,gọn(không_cột),False,gọn,10,0,0,0,0,Aquatel Vung Tau,2026-09-25 21:55:26
548,big-vung-tau-vung-tau,Vũng Tàu,8,0,0,gọn(không_cột),False,gọn,8,0,0,0,0,BIG HOTEL VT,2026-09-25 21:55:41
549,haku-boutique-vung-tau-vung-tau,Vũng Tàu,8,0,0,gọn(không_cột),False,gọn,8,0,0,0,0,Haku Boutique VT,2026-09-25 21:55:55
551,fusion-suites-vung-tau,Vũng Tàu,18,0,0,gọn(không_cột),False,gọn,18,0,0,0,18,Fusion Suites Vung Tau,2026-09-25 21:56:13
552,mercure-vung-tau-vietnam,Vũng Tàu,54,54,27,có_cột_số_người,True,BẬT(có dòng 1 khách),54,27,27,0,54,Mercure Vung Tau Resort,2026-09-25 21:56:39
553,marina-bay-vung-tau-resort-and-spa,Vũng Tàu,32,0,0,gọn(không_cột),False,gọn,32,0,0,0,32,Marina Bay Vung Tau Resort & Spa,2026-09-25 21:57:03
554,leman-cap-resort-amp-spa,Vũng Tàu,15,0,0,gọn(không_cột),False,gọn,15,0,0,0,15,SV Boutique Resort,2026-09-25 21:57:23
555,the-wind-boutique-resort,Vũng Tàu,26,0,0,gọn(không_cột),False,gọn,26,0,4,0,26,The Wind Resort - Tropical Hillside Escape,2026-09-25 21:57:40
556,milan-corner,Vũng Tàu,8,0,0,gọn(không_cột),False,gọn,8,0,0,0,0,Milan Corner Hotel,2026-09-25 21:57:57
557,bobo-boutique-vung-tau,Vũng Tàu,11,11,1,có_cột_số_người,True,BẬT(có dòng 1 khách),11,1,1,0,0,BOBO Boutique Hotel,2026-09-25 21:58:12
558,thanh-xuan-vung-tau,Vũng Tàu,4,0,0,gọn(không_cột),False,gọn,4,0,0,0,0,Thanh Xuan Hotel,2026-09-25 21:58:27
559,nami-amp-apartment-vung-tau,Vũng Tàu,3,0,0,gọn(không_cột),False,gọn,3,0,0,0,0,Nami Hotel & Apartment Vũng Tàu,2026-09-25 21:58:41
560,ocean-pearl-villa-vung-tau,Vũng Tàu,1,0,0,gọn(không_cột),False,gọn,2,0,0,0,0,Ocean Pearl Villa,2026-09-25 21:58:55
561,phuong-anh-vung-tau12,Vũng Tàu,4,0,0,gọn(không_cột),False,gọn,4,0,0,0,0,HA Hotel & Apartment,2026-09-25 21:59:07
562,love-amp-apartments-vung-tau1,Vũng Tàu,4,0,0,gọn(không_cột),False,gọn,4,0,0,0,0,Love Hotel & Apartments,2026-09-25 21:59:21
563,truong-an,Vũng Tàu,5,0,0,gọn(không_cột),False,gọn,5,0,0,0,0,Truong An Hotel,2026-09-25 21:59:35
564,sevenstars,Vũng Tàu,11,0,0,gọn(không_cột),False,gọn,11,0,2,0,0,Seven Stars Hotel & Apartment,2026-09-25 21:59:49
565,kphouse-by-joihospitality,Vũng Tàu,8,0,0,gọn(không_cột),False,gọn,8,0,0,0,0,Joi Home The Hidden Villa,2026-09-25 22:00:04
566,theland-vung-tau,Vũng Tàu,3,0,0,gọn(không_cột),False,gọn,3,0,0,0,0,The Land Hotel & Apartment,2026-09-25 22:00:17
567,my-linh-vung-tau,Vũng Tàu,3,0,0,gọn(không_cột),False,gọn,3,0,0,0,0,Jupiter Hotel,2026-09-25 22:00:31
568,marine,Vũng Tàu,4,0,0,gọn(không_cột),False,gọn,4,0,0,0,0,Marine Hotel & Apartment,2026-09-25 22:00:45
569,pullman-vung-tau,Vũng Tàu,40,40,20,có_cột_số_người,True,BẬT(có dòng 1 khách),40,20,20,0,40,Pullman Vung Tau,2026-09-25 22:01:01
570,ibis-styles-vung-tau,Vũng Tàu,42,42,21,có_cột_số_người,True,BẬT(có dòng 1 khách),42,21,14,0,42,ibis Styles Vung Tau,2026-09-25 22:01:21
571,amora-amp-apartment-vung-tau,Vũng Tàu,4,0,0,gọn(không_cột),False,gọn,4,0,0,0,0,Amora Hotel & Apartment,2026-09-25 22:01:41
572,the-imperial-vung-tau,Vũng Tàu,111,0,0,gọn(không_cột),False,gọn,111,0,30,0,93,The IMPERIAL Vung Tau Hotel,2026-09-25 22:01:56
573,annata,Vũng Tàu,16,0,0,gọn(không_cột),False,gọn,16,0,0,0,7,Annata Beach Hotel,2026-09-25 22:02:41
574,sea-house-apartment-vung-tau1,Vũng Tàu,20,20,7,có_cột_số_người,True,BẬT(có dòng 1 khách),20,7,7,0,0,Sea House H5 Hotel Vũng Tàu,2026-09-25 22:02:58
575,bao-thy-i,Vũng Tàu,17,0,0,gọn(không_cột),False,gọn,17,0,0,0,8,Phoenix Hotel Vung Tau,2026-09-25 22:03:15
576,romeliess,Vũng Tàu,19,0,0,gọn(không_cột),False,gọn,19,0,0,0,13,Romeliess Hotel,2026-09-25 22:03:31
577,la-casa-vung-tau,Vũng Tàu,6,6,1,có_cột_số_người,True,BẬT(có dòng 1 khách),6,1,1,0,0,La Casa Boutique Hotel,2026-09-25 22:03:48
578,victory-vung-tau-vung-tau,Vũng Tàu,8,8,1,có_cột_số_người,True,BẬT(có dòng 1 khách),8,1,1,0,8,Victory Hotel Vung Tau - New Wing,2026-09-25 22:04:01
579,the-cap,Vũng Tàu,11,0,0,gọn(không_cột),False,gọn,11,0,0,0,11,The Cap Hotel,2026-09-25 22:04:16
581,khanh-linh-vung-tau,Vũng Tàu,4,0,0,gọn(không_cột),False,gọn,4,0,0,0,0,Khanh Linh Hotel,2026-09-25 22:04:36
582,milan-boutique-garden,Vũng Tàu,5,0,0,gọn(không_cột),False,gọn,5,0,0,0,0,MILAN Boutique Garden,2026-09-25 22:04:50
584,sun-beach,Vũng Tàu,7,0,0,gọn(không_cột),False,gọn,7,0,0,0,0,Sun Beach Hotel,2026-09-25 22:05:09
585,milanesa-and-apartment,Vũng Tàu,4,0,0,gọn(không_cột),False,gọn,4,0,0,0,0,Milanesa Hotel and Apartment,2026-09-25 22:05:23
586,khach-san-coral,Vũng Tàu,11,0,0,gọn(không_cột),False,gọn,11,0,0,0,11,Khách sạn San Hô Vũng Tàu (Coral Hotel),2026-09-25 22:05:38
587,hai-duong-vung-tau1234,Vũng Tàu,2,0,0,gọn(không_cột),False,gọn,2,0,0,0,0,KLY Hotel Vung Tau,2026-09-25 22:05:54
588,n-39-queen-villa,Đà Lạt,13,0,0,gọn(không_cột),False,gọn,13,0,0,0,0,N Queen Apartment Hotel,2026-09-25 22:06:08
589,full-house-condotel-dalat-center,Đà Lạt,2,2,1,có_cột_số_người,True,BẬT(có dòng 1 khách),2,1,1,0,0,Full House Condotel - Căn hộ 606 Dalat Center,2026-09-25 22:06:25
590,gold-house-da-lat,Đà Lạt,5,0,0,gọn(không_cột),False,gọn,5,0,0,0,0,Căn hộ số 9 - Di House Đà Lạt,2026-09-25 22:06:38
591,nha-so-39-the-39-house-in-da-lat,Đà Lạt,1,0,0,gọn(không_cột),False,gọn,1,0,0,0,0,Nhà số 39 - the 39 house in Da Lat,2026-09-25 22:06:52
592,iris-dalat,Đà Lạt,10,10,5,có_cột_số_người,True,BẬT(có dòng 1 khách),10,5,1,0,10,Iris Dalat Hotel,2026-09-25 22:07:04
593,happy-da-lat,Đà Lạt,10,10,4,có_cột_số_người,True,BẬT(có dòng 1 khách),10,4,4,0,2,Nature Hotel City Center,2026-09-25 22:07:19
594,carita-da-lat,Đà Lạt,7,7,1,có_cột_số_người,True,BẬT(có dòng 1 khách),7,1,1,0,0,Carita Hotel,2026-09-25 22:07:33
595,empress-dalat,Đà Lạt,10,10,3,có_cột_số_người,True,BẬT(có dòng 1 khách),10,3,3,0,0,Empress Dalat - Sky View Hotel,2026-09-25 22:07:49
596,nice-dream,Đà Lạt,5,0,0,gọn(không_cột),False,gọn,5,0,0,0,3,Nice Dream Hotel,2026-09-25 22:08:02
597,dalat-feliz-home,Đà Lạt,8,0,0,gọn(không_cột),False,gọn,8,0,0,0,0,Feliz Dalat Homestay,2026-09-25 22:08:16
598,the-kadupul-homecation,Đà Lạt,9,9,5,có_cột_số_người,True,BẬT(có dòng 1 khách),9,5,4,0,9,The Kadupul Homecation,2026-09-25 22:08:31
599,nature-boutique,Đà Lạt,26,26,6,có_cột_số_người,True,BẬT(có dòng 1 khách),26,6,6,0,18,Nature Boutique Hotel,2026-09-25 22:08:46
600,nature-nam-ky-khoi-nghia,Đà Lạt,10,0,0,gọn(không_cột),False,gọn,10,0,0,0,4,Nature Hotel - Nam Ky Khoi Nghia,2026-09-25 22:09:04
601,laam-boutique-house,Đà Lạt,4,0,0,gọn(không_cột),False,gọn,4,0,0,0,0,Laam Boutique Hotel,2026-09-25 22:09:19
602,signature-by-m-village-the-central-da-lat,Đà Lạt,17,0,0,gọn(không_cột),False,gọn,17,0,0,0,6,Signature by M Village The Central Da Lat,2026-09-25 22:09:33
603,greenmeadow-centralcity,Đà Lạt,13,0,0,gọn(không_cột),False,gọn,13,0,0,0,0,GreenMeadow Central Boutique,2026-09-25 22:09:49
604,royal-palace-thanh-pho-da-lat,Đà Lạt,19,0,0,gọn(không_cột),False,gọn,19,0,3,0,7,Royal Palace,2026-09-25 22:10:05
605,khach-san-lilac-da-lat,Đà Lạt,4,0,0,gọn(không_cột),False,gọn,4,0,0,0,0,Khách sạn LiLac Đà Lạt,2026-09-25 22:10:23
