item_id,hotel_id,city,rows,occ_cells,alerts,template,sg_on,state,options,sg_rows,dup_groups,neg_rows,pos_rows,hotel_name_hint,t_vn
23,chez-mimosa-ho-chi-minh,Hồ Chí Minh,5,0,0,gọn(không_cột),False,gọn,5,0,1,2,3,Chez Mimosa,2026-09-24 20:28:24
24,the-concept-hcmc-district-1-quan-1,Hồ Chí Minh,6,0,0,gọn(không_cột),False,gọn,6,0,0,0,0,The Concept Hotel HCMC- District 1,2026-09-24 20:28:39
25,g8-riverside-saigon,Hồ Chí Minh,8,0,0,gọn(không_cột),False,gọn,8,0,0,0,4,G8 Riverside Hotel Saigon,2026-09-24 20:28:53
26,a-in-del-luna,Hồ Chí Minh,10,0,0,gọn(không_cột),False,gọn,10,0,0,0,0,A In Hotel Del Luna,2026-09-24 20:29:08
27,otis-balcony-city-view-apartment-saigon-soho-district-1-quan-1,Hồ Chí Minh,3,0,0,gọn(không_cột),False,gọn,3,0,0,0,0,Otis Soho Saigon Balcony Apartment,2026-09-24 20:29:23
28,anthesis-riverside-apartment-masteri-millennium,Hồ Chí Minh,3,0,0,gọn(không_cột),False,gọn,3,0,0,0,0,Aris Soho Balcony Suites Saigon District 1,2026-09-24 20:29:37
29,may-soho-apartment-in-the-city-center,Hồ Chí Minh,3,0,0,gọn(không_cột),False,gọn,3,0,0,0,0,May Soho Saigon Serviced Apartment,2026-09-24 20:29:50
30,hilton-saigon,Hồ Chí Minh,55,0,0,gọn(không_cột),False,gọn,55,0,11,0,33,Hilton Saigon,2026-09-24 20:30:05
31,smile-home-soho-apatment-district-1-500m-from-bui-vien,Hồ Chí Minh,2,0,0,gọn(không_cột),False,gọn,2,0,0,0,0,Smile Home - SOHO Apartment balcony - Modern comfortable,2026-09-24 20:30:27
32,2brs-central-city-panoramic-sunset-view,Hồ Chí Minh,2,0,0,gọn(không_cột),False,gọn,2,0,0,0,0,Tommy Homes in SOHO RESIDENCE Central District 1,2026-09-24 20:30:41
33,yu-stay,Hồ Chí Minh,1,0,0,gọn(không_cột),False,gọn,1,0,0,0,0,Yu Stay Apartment in Soho D1 near Bui Vien walking street,2026-09-24 20:30:55
34,orchids,Hồ Chí Minh,5,0,0,gọn(không_cột),False,gọn,5,0,0,0,5,Orchids Saigon Hotel,2026-09-24 20:31:08
35,g8-diamond-saigon-xuan-hoa,Hồ Chí Minh,16,0,0,gọn(không_cột),False,gọn,16,0,0,0,8,G8 Diamond Hotel Saigon,2026-09-24 20:31:23
36,tao-dan-quan-12,Hồ Chí Minh,4,0,0,gọn(không_cột),False,gọn,4,0,0,0,4,Tao Dan Hotel,2026-09-24 20:31:39
37,nicecy-truong-quyen,Hồ Chí Minh,6,0,0,gọn(không_cột),False,gọn,6,0,0,0,0,Nicecy Hotel - Trương Quyền,2026-09-24 20:31:54
39,gk-central-ho-chi-minh-city,Hồ Chí Minh,10,0,0,gọn(không_cột),False,gọn,10,0,0,0,10,GK Central Hotel,2026-09-24 20:32:12
40,gardenplazasaigonparkroyal,Hồ Chí Minh,21,0,0,gọn(không_cột),False,gọn,21,0,0,0,11,Garden Plaza Saigon - Formerly PARKROYAL Saigon,2026-09-24 20:32:26
41,saigon-riverside-apartment-binh-thanh,Hồ Chí Minh,3,0,0,gọn(không_cột),False,gọn,3,0,0,0,0,Saigon Riverside Apartment,2026-09-24 20:32:44
43,kin-hai-ba-trung,Hồ Chí Minh,6,0,0,gọn(không_cột),False,gọn,6,0,0,0,0,KiN Hotel Onsen,2026-09-24 20:33:04
44,millennium-boutique,Hồ Chí Minh,8,0,0,gọn(không_cột),False,gọn,8,0,0,0,8,Adora Mira Riverside,2026-09-24 20:33:19
45,kin-thai-van-lung,Hồ Chí Minh,12,0,0,gọn(không_cột),False,gọn,12,0,0,0,12,Kin Hotel Thai Van Lung,2026-09-24 20:33:35
46,the-myst-dong-khoi,Hồ Chí Minh,26,0,0,gọn(không_cột),False,gọn,26,0,0,0,18,The Myst Dong Khoi,2026-09-24 20:33:51
47,sohotel,Hồ Chí Minh,3,0,0,gọn(không_cột),False,gọn,3,0,0,0,0,Secret Garden Hotel Phú Nhuận by Urban B,2026-09-24 20:34:07
48,aloha-boutique,Hồ Chí Minh,4,0,0,gọn(không_cột),False,gọn,4,0,0,0,0,Aloha Boutique Hotel,2026-09-24 20:34:20
49,new-world-saigon,Hồ Chí Minh,6,0,0,gọn(không_cột),False,gọn,6,0,0,0,4,New World Saigon Hotel,2026-09-24 20:34:33
50,amaya-saigon-boutique,Hồ Chí Minh,5,0,0,gọn(không_cột),False,gọn,5,0,0,0,5,Amaya Saigon Boutique Hotel,2026-09-24 20:34:49
51,the-grand-urban-retreat-at-vinhomes-central-park,Hồ Chí Minh,8,0,0,gọn(không_cột),False,gọn,8,0,4,0,0,The Grand Urban Retreat at Vinhomes Central Park,2026-09-24 20:35:03
52,phong-gia-dinh-gan-ho-hoan-kiem,Hà Nội,12,0,0,gọn(không_cột),False,gọn,12,0,0,0,0,Hanoi Inner Hotel,2026-09-24 20:35:18
53,golden-wings,Hà Nội,5,0,0,gọn(không_cột),False,gọn,5,0,0,0,0,Golden Time Hostel 3,2026-09-24 20:35:32
54,fami-boutique,Hà Nội,4,0,0,gọn(không_cột),False,gọn,4,0,0,0,4,Tunger Premium Hotel & Travel,2026-09-24 20:35:47
55,chez-lumi,Hà Nội,2,0,0,gọn(không_cột),False,gọn,2,0,0,0,0,Chez Lumi Hotel,2026-09-24 20:36:02
56,lucky-central-amp-travel-hoan-kiem-dist-ha-noi1,Hà Nội,4,0,0,gọn(không_cột),False,gọn,4,0,0,0,0,Lucky Central Hotel & Travel,2026-09-24 20:36:16
57,hanoiswan-hostel,Hà Nội,16,0,0,gọn(không_cột),False,gọn,16,0,0,0,16,Ha Noi Lake View Hotel & Travel,2026-09-24 20:36:31
58,an-hanoi,Hà Nội,5,0,0,gọn(không_cột),False,gọn,5,0,0,0,0,An Nguyen Boutique Hotel,2026-09-24 20:36:48
59,centre-point-hanoi,Hà Nội,1,0,0,gọn(không_cột),False,gọn,1,0,0,0,1,Centre Point Hanoi Hotel,2026-09-24 20:37:03
60,silk-hanoi-moment-amp-spa,Hà Nội,5,0,0,gọn(không_cột),False,gọn,5,0,0,0,5,Silk Hanoi Moment Hotel & Spa - Hanoi Old Quarter,2026-09-24 20:37:19
61,sunline,Hà Nội,9,0,0,gọn(không_cột),False,gọn,9,0,0,0,6,Sunline Central Hotel,2026-09-24 20:37:34
62,moon-apartment-3,Hà Nội,4,0,0,gọn(không_cột),False,gọn,4,0,0,0,0,Moon Hotel Apt Phạm Tuấn Tài,2026-09-24 20:37:48
63,maple-garden,Hà Nội,4,0,0,gọn(không_cột),False,gọn,4,0,0,0,0,Hana Stay Trần Quốc Hoàn,2026-09-24 20:38:03
64,newsky-serviced-apartment,Hà Nội,3,0,0,gọn(không_cột),False,gọn,3,0,0,0,0,Newsky Serviced Apartment,2026-09-24 20:38:18
65,era-apartment-center,Hà Nội,2,0,0,gọn(không_cột),False,gọn,2,0,0,0,0,Era Apartment Xuân Thuỷ,2026-09-24 20:38:33
66,bao-hung-apartment-ii,Hà Nội,4,0,0,gọn(không_cột),False,gọn,4,0,0,0,4,Bao Hung Hotel & Apartment - Tran Quoc Vuong,2026-09-24 20:38:49
67,hai-muoi-amp-apartment,Hà Nội,4,0,0,gọn(không_cột),False,gọn,4,0,0,0,0,Hai Mươi Hotel & Apartment,2026-09-24 20:39:03
68,paradise-suites-dich-vong-hau,Hà Nội,6,0,0,gọn(không_cột),False,gọn,6,0,0,0,0,Luxe Paradise Suites Hotel Dich Vong Hau,2026-09-24 20:39:17
70,the-bloom-ha-noi-ha-noi,Hà Nội,6,0,0,gọn(không_cột),False,gọn,6,0,0,0,6,The Bloom Hanoi - Bespoke Living,2026-09-24 20:39:36
71,sazihome-cau-giay,Hà Nội,4,0,0,gọn(không_cột),False,gọn,4,0,0,0,0,SAZI Cau Giay Hotel Hanoi,2026-09-24 20:39:51
72,granda-legend-apartment,Hà Nội,2,0,0,gọn(không_cột),False,gọn,2,0,0,0,0,Granda Legend Apartment,2026-09-24 20:40:06
73,crabby-homes-cau-giay2,Hà Nội,2,0,0,gọn(không_cột),False,gọn,2,0,0,0,0,Crabby homes,2026-09-24 20:40:20
75,htc-home-kham-thien,Hà Nội,4,0,0,gọn(không_cột),False,gọn,4,0,0,0,0,HTC Home,2026-09-24 20:40:38
76,lily-hometel-doi-can,Hà Nội,6,0,0,gọn(không_cột),False,gọn,6,0,0,0,0,Jasmine Apartment managed by Lily Home,2026-09-24 20:40:53
77,bens-premier-amp-apartment-hanoi-center,Hà Nội,4,0,0,gọn(không_cột),False,gọn,4,0,0,0,0,Ben's Premier Hotel & Apartment - Hanoi Center,2026-09-24 20:41:08
78,an-suites,Hà Nội,10,0,0,gọn(không_cột),False,gọn,10,0,0,0,0,An Suites,2026-09-24 20:41:23
79,sao-mai-boutique,Hà Nội,12,0,0,gọn(không_cột),False,gọn,12,0,0,0,12,Sao Mai Boutique,2026-09-24 20:41:38
80,nesta-hao-nam,Hà Nội,12,0,0,gọn(không_cột),False,gọn,12,0,0,0,12,Nesta Hotel & Spa,2026-09-24 20:41:56
81,saigon-sun-1,Hà Nội,6,0,0,gọn(không_cột),False,gọn,6,0,0,0,0,Collection O Le Grand Hanoi hotel - The Sun,2026-09-24 20:42:12
82,demo-inn-ine,Hà Nội,4,0,0,gọn(không_cột),False,gọn,4,0,0,0,0,DEMO Inn & Ine - Poetic Studio Stay by ATV,2026-09-24 20:42:26
83,sense-ha-noi-madelises,Hà Nội,4,0,0,gọn(không_cột),False,gọn,4,0,0,0,0,Madelise Hanoi View Hotel,2026-09-24 20:42:40
84,crescendo-limitless-style-dong-da1,Hà Nội,4,0,0,gọn(không_cột),False,gọn,4,0,0,0,0,Crescendo Limitless Style,2026-09-24 20:42:54
85,koala,Hà Nội,3,0,0,gọn(không_cột),False,gọn,3,0,0,0,0,Koala,2026-09-24 20:43:10
86,elegant-amp-japanese-style-serviced-apartment,Hà Nội,4,0,0,gọn(không_cột),False,gọn,4,0,0,0,0,HB Service,2026-09-24 20:43:24
87,the-little-hanoi-cool-apartment-lakeside,Hà Nội,5,0,0,gọn(không_cột),False,gọn,5,0,0,0,0,The Little Ha Noi,2026-09-24 20:43:38
88,de-mei-house,Hà Nội,4,0,0,gọn(không_cột),False,gọn,4,0,0,0,0,De' Mei,2026-09-24 20:43:54
89,vm-apartment-27-29-vong-thi-the-lakeview-west-lake,Hà Nội,1,0,0,gọn(không_cột),False,gọn,1,0,0,0,0,VM apartment,2026-09-24 20:44:25
90,vnahomes-aparthotel,Hà Nội,17,0,0,gọn(không_cột),False,gọn,17,0,0,0,5,VinaHome Hotel,2026-09-24 20:44:39
91,22land-residence-2,Hà Nội,6,0,0,gọn(không_cột),False,gọn,6,0,0,0,6,22 Land,2026-09-24 20:44:55
92,fte-ba-dinh,Hà Nội,4,0,0,gọn(không_cột),False,gọn,4,0,2,0,4,FTE Ba Dinh,2026-09-24 20:45:10
94,bao-anh-long-bien2,Hà Nội,3,0,0,gọn(không_cột),False,gọn,3,0,0,0,0,Bảo Anh Hotel,2026-09-24 20:45:28
95,diamond-long-bien,Hà Nội,3,0,0,gọn(không_cột),False,gọn,3,0,0,0,0,Diamond Hotel CoLinh,2026-09-24 20:45:41
96,atypik-vietnam-house,Hà Nội,4,0,0,gọn(không_cột),False,gọn,4,0,0,0,0,Atypik Vietnam House,2026-09-24 20:45:55
97,hana-thien-phu-hanoi,Hà Nội,2,0,0,gọn(không_cột),False,gọn,2,0,0,0,0,Thien Phu Garden Hotel,2026-09-24 20:46:09
98,light-ha-noi,Hà Nội,2,0,0,gọn(không_cột),False,gọn,2,0,0,0,0,Light Hotel Ha Noi - Near AEON Mall Long Bien,2026-09-24 20:46:21
99,vinhomes-ocean-park-bunnys-homes-nature-room,Hà Nội,11,0,0,gọn(không_cột),False,gọn,11,0,4,0,0,Bunnys Homes - Service Apartment,2026-09-24 20:46:34
100,la-passion-hanoi-amp-spa,Hà Nội,3,0,0,gọn(không_cột),False,gọn,3,0,0,0,3,La Passion Hanoi Hotel & Spa,2026-09-24 20:46:51
101,pearl-house-s1-08-vinhome-ocean-park,Hà Nội,1,0,0,gọn(không_cột),False,gọn,1,0,0,0,0,Homestay Vinhome Ocean Park - Pearl house S108,2026-09-24 20:47:06
104,nice-amp-new-apt-nearly-parking-1br-in-ocean-park,Hà Nội,12,0,0,gọn(không_cột),False,gọn,12,0,3,0,0,High Ser-Apt -Warmly & Spacious- Peaceful- Bathtub- Greenview- Nearly bus stop- 30mins by car to HanoiOldQuater - Vinhomes OceanPark,2026-09-24 20:47:28
105,hanoi-jade-hostel,Hà Nội,7,0,0,gọn(không_cột),False,gọn,7,0,0,0,0,Hanoi Jade Hostel,2026-09-24 20:47:43
106,little-hanoi-old-quarter-hostel,Hà Nội,10,0,0,gọn(không_cột),False,gọn,10,0,0,0,0,Little Hanoi Old Quarter Hostel,2026-09-24 20:47:58
107,sunny-hanoi-homestay,Hà Nội,9,0,0,gọn(không_cột),False,gọn,9,0,0,0,0,Sunny Hanoi Homestay,2026-09-24 20:48:12
108,ks-huy-hoang-airport,Hà Nội,2,0,0,gọn(không_cột),False,gọn,2,0,0,2,0,Huy Hoang Airport,2026-09-24 20:48:28
109,thanh-huong-99-noi-bai-ha-noi1,Hà Nội,3,0,0,gọn(không_cột),False,gọn,3,0,0,0,0,Thanh Hương 99 Hotel - Nội Bài,2026-09-24 20:48:41
110,van-anh-noi-bai1,Hà Nội,2,0,0,gọn(không_cột),False,gọn,2,0,0,0,0,Van Anh Hotel,2026-09-24 20:48:54
112,hd-house-soc-son,Hà Nội,4,0,0,gọn(không_cột),False,gọn,4,0,0,0,0,HD House,2026-09-24 20:49:12
113,noibai-airport,Hà Nội,5,0,0,gọn(không_cột),False,gọn,5,0,0,0,0,Noi Bai Airport Hotel,2026-09-24 20:49:25
114,dragon-airport,Hà Nội,12,0,0,gọn(không_cột),False,gọn,12,0,0,0,6,Dragon Airport Hotel,2026-09-24 20:49:40
115,grand-dragon-noi-bai,Hà Nội,15,0,0,gọn(không_cột),False,gọn,15,0,0,0,5,Grand Dragon Noi Bai Hotel,2026-09-24 20:49:56
116,grand-dragon-hanoi,Hà Nội,15,0,0,gọn(không_cột),False,gọn,15,0,0,0,10,Grand Dragon Hotel Hanoi,2026-09-24 20:50:11
117,ping,Hà Nội,11,0,0,gọn(không_cột),False,gọn,11,0,0,0,6,Ping Hotel,2026-09-24 20:50:28
118,blue-hanoi-inn-city,Hà Nội,5,0,0,gọn(không_cột),False,gọn,5,0,0,0,0,Blue Hanoi Inn City Hotel,2026-09-24 20:50:44
119,alaya-6-apartment,Hà Nội,4,0,0,gọn(không_cột),False,gọn,4,0,0,0,0,BIG Apartment Ha Noi,2026-09-24 20:50:58
120,panda-cau-giay,Hà Nội,8,0,0,gọn(không_cột),False,gọn,8,0,0,0,0,C'Bon Hotel Do Quang,2026-09-24 20:51:13
121,the-little-hanoi-super-central-apartment-cau-giay,Hà Nội,7,0,0,gọn(không_cột),False,gọn,7,0,0,0,0,The Little Hanoi - Super Central Apartment,2026-09-24 20:51:28
122,obis,Hà Nội,4,0,0,gọn(không_cột),False,gọn,4,0,0,0,0,Coco Hotel Cau Giay,2026-09-24 20:51:43
123,lotus-aroma,Hà Nội,4,0,0,gọn(không_cột),False,gọn,4,0,0,0,0,Lotus Aroma Hotel,2026-09-24 20:51:58
124,t-amp-m-luxury-hanoi,Hà Nội,3,0,0,gọn(không_cột),False,gọn,3,0,0,0,3,T&M Luxury Hotel Hanoi,2026-09-24 20:52:12
125,majestik,Hà Nội,4,0,0,gọn(không_cột),False,gọn,4,0,0,0,0,Majestik Hotel,2026-09-24 20:52:26
126,a89-rosarian,Hà Nội,3,0,0,gọn(không_cột),False,gọn,3,0,0,0,0,A89 Rosarian Hotel,2026-09-24 20:52:40
127,hottel-ha-thanh,Hà Nội,2,0,0,gọn(không_cột),False,gọn,2,0,0,0,0,HOTTEL HÀ THÀNH,2026-09-24 20:52:53
128,bounty,Hà Nội,3,0,0,gọn(không_cột),False,gọn,3,0,0,0,3,Bounty Hotel,2026-09-24 20:53:05
129,au-viet,Hà Nội,4,0,0,gọn(không_cột),False,gọn,4,0,0,0,4,Au Viet Hotel,2026-09-24 20:53:18
130,era-apartment-dinh-thon,Hà Nội,2,0,0,gọn(không_cột),False,gọn,2,0,0,0,0,Era Apartment Dinh Thon,2026-09-24 20:53:31
131,v-inn-studio-apartment,Hà Nội,2,0,0,gọn(không_cột),False,gọn,2,0,0,0,0,V House 5 Serviced Apartment,2026-09-24 20:53:45
132,blubiz,Hà Nội,14,0,0,gọn(không_cột),False,gọn,14,0,0,0,7,Brilliant Me Tri Hotel & Spa,2026-09-24 20:53:58
133,grace-amp-residence,Hà Nội,5,0,0,gọn(không_cột),False,gọn,5,0,0,0,5,그레이스 호텔 Grace Hotel & Residence,2026-09-24 20:54:13
134,le-grand-hanoi-the-oriental,Hà Nội,3,0,0,gọn(không_cột),False,gọn,3,0,0,0,0,Le Grand Hanoi Hotel - The Oriental,2026-09-24 20:54:28
135,granda-lake-view-amp-apartment,Hà Nội,3,0,0,gọn(không_cột),False,gọn,3,0,0,0,0,Granda Lake View Hotel & Apartment,2026-09-24 20:54:41
136,adeline,Hà Nội,4,0,0,gọn(không_cột),False,gọn,4,0,0,0,0,Adeline Hotel Hanoi,2026-09-24 20:54:55
139,rosa-hanoi,Hà Nội,4,0,0,gọn(không_cột),False,gọn,4,0,0,0,0,Rosa Hanoi Hotel,2026-09-24 20:56:19
140,granda-trung-hoa-apartment,Hà Nội,2,0,0,gọn(không_cột),False,gọn,2,0,0,0,0,Granda Hanoi Hotel & Apartment,2026-09-24 20:56:33
141,istay-apartment-6,Hà Nội,1,0,0,gọn(không_cột),False,gọn,1,0,0,0,0,V House 6 Serviced Apartment,2026-09-24 20:56:46
142,travelmate-hanoi-hanoi,Hà Nội,1,0,0,gọn(không_cột),False,gọn,1,0,0,0,0,Blue Hanoi Inn Hotel,2026-09-24 20:56:59
143,era-apartment-chua-lang,Hà Nội,3,0,0,gọn(không_cột),False,gọn,3,0,0,0,0,Era Apartment - Chùa Láng,2026-09-24 20:57:12
144,irest-signature-ba-dinh-lakeside,Hà Nội,7,0,0,gọn(không_cột),False,gọn,7,0,0,0,0,iRest Signature Ba Dinh Lakeside,2026-09-24 20:57:24
145,era-km-apartment,Hà Nội,2,0,0,gọn(không_cột),False,gọn,2,0,0,0,0,Era Apartment Kim Ma,2026-09-24 20:57:40
146,hi-home-house-near-lake,Hà Nội,2,0,0,gọn(không_cột),False,gọn,2,0,0,0,0,Hi.Home House near Lake,2026-09-24 20:57:54
147,happii-homestay,Hà Nội,2,0,0,gọn(không_cột),False,gọn,2,0,0,0,0,Happii Homestay,2026-09-24 20:58:25
149,mely,Hà Nội,8,0,0,gọn(không_cột),False,gọn,8,0,0,0,3,Mely Hotel Hà Nội,2026-09-24 20:58:44
150,royal-lotus-cau-giay,Hà Nội,8,0,0,gọn(không_cột),False,gọn,8,0,0,0,0,Royal Lotus Hotel,2026-09-24 20:58:59
151,hoang-gia-dai-mo-ha-noi,Hà Nội,8,0,0,gọn(không_cột),False,gọn,8,0,0,0,0,Khách sạn Hoang Gia (Hoang Gia Hotel),2026-09-24 20:59:12
152,era-apartment-thanh-xuan,Hà Nội,2,0,0,gọn(không_cột),False,gọn,2,0,0,0,0,Era Apartment Nguyen Trai,2026-09-24 20:59:26
153,heritage-premium-hanoi-central,Hà Nội,3,0,0,gọn(không_cột),False,gọn,3,0,0,0,3,L'Heritage Premium Hanoi Central,2026-09-24 20:59:38
154,golden-hai-ba-trung123,Hà Nội,2,0,0,gọn(không_cột),False,gọn,2,0,0,0,0,Golden Hotel,2026-09-24 20:59:59
155,hnh-homestay,Hà Nội,1,0,0,gọn(không_cột),False,gọn,1,0,0,0,0,HnH homestay,2026-09-24 21:00:14
156,atlanta-residences,Hà Nội,17,0,0,gọn(không_cột),False,gọn,17,0,0,0,0,Atlanta Residences,2026-09-24 21:00:26
157,riverside-boutique,Hà Nội,4,0,0,gọn(không_cột),False,gọn,4,0,0,0,0,Riverside Boutique Hotel,2026-09-24 21:00:42
158,chez-van,Hà Nội,6,0,0,gọn(không_cột),False,gọn,6,0,0,6,0,Chez Van,2026-09-24 21:00:55
159,the-ann-hanoi,Hà Nội,14,0,0,gọn(không_cột),False,gọn,14,0,0,0,10,The Ann Hanoi Hotel & Spa,2026-09-24 21:01:09
160,daisys-stay,Hà Nội,2,0,0,gọn(không_cột),False,gọn,2,0,0,0,0,DAISY'S STAY,2026-09-24 21:01:25
161,hanoi-bens-apartment-and-pub-2,Hà Nội,4,0,0,gọn(không_cột),False,gọn,4,0,0,0,0,Hanoi Ben's Apartment And Hotel - Pub 2,2026-09-24 21:01:39
162,hanoi-vista,Hà Nội,8,0,0,gọn(không_cột),False,gọn,8,0,0,0,8,Hanoi Vista Hotel,2026-09-24 21:01:53
164,adonis,Hà Nội,3,0,0,gọn(không_cột),False,gọn,3,0,0,0,3,Adonis Hotel,2026-09-24 21:02:13
165,langmandi-experience-ntn,Hà Nội,3,0,0,gọn(không_cột),False,gọn,3,0,0,0,0,Langmandi Experience Ngô Thì Nhậm,2026-09-24 21:02:28
166,muse-hanoi-boutique-apartment,Hà Nội,3,0,0,gọn(không_cột),False,gọn,3,0,0,0,0,Yen Boutique Apartments,2026-09-24 21:02:41
167,le-grand-hanoi-the-central-park,Hà Nội,6,0,0,gọn(không_cột),False,gọn,6,0,0,0,0,Collection O Le Grand Hanoi hotel - The Central Park,2026-09-24 21:02:55
168,tonkin-house,Hà Nội,1,0,0,gọn(không_cột),False,gọn,1,0,0,0,0,Tonkin House,2026-09-24 21:03:09
170,blue-hanoi,Hà Nội,11,0,0,gọn(không_cột),False,gọn,11,0,4,0,11,Blue Hanoi Hotel,2026-09-24 21:03:27
171,sunrise-hanoi-hanoi,Hà Nội,5,0,0,gọn(không_cột),False,gọn,5,0,0,0,0,Sunrise Hanoi Hotel,2026-09-24 21:03:42
172,cozy-oasis-gan-ho-hoan-kiem-ha-noi,Hà Nội,5,0,0,gọn(không_cột),False,gọn,5,0,0,0,0,Cozy Oasis - Gần Hồ Hoàn Kiếm,2026-09-24 21:03:56
173,pan-pacific-hanoi,Hà Nội,32,0,0,gọn(không_cột),False,gọn,32,0,0,0,20,Pan Pacific Hanoi,2026-09-24 21:04:10
174,dusit-le-palais-tu-hoa-hanoi,Hà Nội,45,0,0,gọn(không_cột),False,gọn,45,0,0,0,18,Dusit Le Palais Tu Hoa Hanoi,2026-09-24 21:04:27
175,intercontinental-westlake,Hà Nội,69,0,0,gọn(không_cột),False,gọn,69,0,9,0,39,InterContinental Hanoi Westlake by IHG,2026-09-24 21:04:50
176,alan-lumiere-boutique-hanoi,Hà Nội,10,0,0,gọn(không_cột),False,gọn,10,0,0,0,0,Alan Lumière Boutique Hotel Hanoi,2026-09-24 21:05:15
177,may-de-ville-prestige,Hà Nội,6,0,0,gọn(không_cột),False,gọn,6,0,0,0,5,MAY DE VILLE Prestige Hotel,2026-09-24 21:05:30
178,hanoi-luxury-old-quarter,Hà Nội,1,0,0,gọn(không_cột),False,gọn,1,0,0,0,1,Hanoi Luxury Hotel - Old Quarter,2026-09-24 21:05:45
179,ja-cosmo-and-spa,Hà Nội,8,0,0,gọn(không_cột),False,gọn,8,0,0,0,8,Ja Cosmo Hotel and Spa,2026-09-24 21:05:58
180,pavilion-essence-hanoi,Hà Nội,4,0,0,gọn(không_cột),False,gọn,4,0,0,0,4,Pavilion Essence Hanoi Hotel,2026-09-24 21:06:12
181,green-lp-amp-apartment,Vũng Tàu,6,0,0,gọn(không_cột),False,gọn,6,0,0,0,0,Green LP Hotel & Apartment,2026-09-24 21:06:27
182,bella-vt,Vũng Tàu,7,0,0,gọn(không_cột),False,gọn,7,0,0,0,0,BELLA VT Bãi Sau,2026-09-24 21:06:41
183,diamond-sea-vung-tau,Vũng Tàu,16,0,0,gọn(không_cột),False,gọn,16,0,0,0,0,Diamond Sea Hotel,2026-09-24 21:06:55
185,sunset-amp-apartment-thanh-pho-vung-tau,Vũng Tàu,3,0,0,gọn(không_cột),False,gọn,3,0,0,0,0,Sunset Hotel & Apartment,2026-09-24 21:07:17
186,hai-long-vung-tau1,Vũng Tàu,6,0,0,gọn(không_cột),False,gọn,6,0,0,0,0,Hải Long Hotel 2,2026-09-24 21:07:31
187,gia-an-vung-tau4,Vũng Tàu,3,0,0,gọn(không_cột),False,gọn,3,0,0,0,0,Gia An Hotel,2026-09-24 21:07:46
188,hong-hai-2,Vũng Tàu,8,0,0,gọn(không_cột),False,gọn,8,0,0,0,0,HỒNG HẢI 2 HOTEL,2026-09-24 21:08:00
189,khach-san-novena,Vũng Tàu,8,0,0,gọn(không_cột),False,gọn,8,0,0,0,0,Novena Hotel,2026-09-24 21:08:14
