g0,hotel,checkin,item_id,n,pmin,pmax,n_room,n_rate,n_occ,n_meal,n_pkg,n_bid,ratio,dims
1116,movenpick-residences-phu-quoc,2026-10-01,46,2,8700000.0,9000000.0,1,1,2,1,1,2,1.0344827586206897,1 khách
1117,movenpick-residences-phu-quoc,2026-10-01,46,2,10800000.0,11100000.0,1,1,2,1,1,2,1.0277777777777777,1 khách
1118,movenpick-residences-phu-quoc,2026-10-01,46,2,2580000.0,2880000.0,1,1,2,1,1,2,1.1162790697674418,1 khách
1119,movenpick-residences-phu-quoc,2026-10-01,46,2,3150000.0,3450000.0,1,1,2,1,1,2,1.0952380952380953,1 khách
1120,movenpick-residences-phu-quoc,2026-10-11,47,2,8300000.0,8600000.0,1,1,2,1,1,2,1.036144578313253,1 khách
1121,movenpick-residences-phu-quoc,2026-10-11,47,2,6700000.0,7000000.0,1,1,2,1,1,2,1.044776119402985,1 khách
1122,movenpick-residences-phu-quoc,2026-10-11,47,2,3050000.0,3350000.0,1,1,2,1,1,2,1.098360655737705,1 khách
1123,movenpick-residences-phu-quoc,2026-10-11,47,2,2500000.0,2800000.0,1,1,2,1,1,2,1.12,1 khách
1124,movenpick-residences-phu-quoc,2026-10-11,47,2,3150000.0,3450000.0,1,1,2,1,1,2,1.0952380952380953,1 khách
1125,movenpick-residences-phu-quoc,2026-10-11,47,2,2580000.0,2880000.0,1,1,2,1,1,2,1.1162790697674418,1 khách
1126,movenpick-residences-phu-quoc,2026-10-11,47,2,15300000.0,15600000.0,1,1,2,1,1,2,1.0196078431372548,1 khách
1127,movenpick-residences-phu-quoc,2026-10-11,47,2,12300000.0,12600000.0,1,1,2,1,1,2,1.024390243902439,1 khách
1128,movenpick-residences-phu-quoc,2026-10-11,47,2,9300000.0,9600000.0,1,1,2,1,1,2,1.032258064516129,1 khách
1129,movenpick-residences-phu-quoc,2026-10-11,47,2,7500000.0,7800000.0,1,1,2,1,1,2,1.04,1 khách
1130,movenpick-residences-phu-quoc,2026-10-11,47,2,6550000.0,6850000.0,1,1,2,1,1,2,1.0458015267175573,1 khách
1131,movenpick-residences-phu-quoc,2026-10-11,47,2,5300000.0,5600000.0,1,1,2,1,1,2,1.0566037735849056,1 khách
1132,movenpick-residences-phu-quoc,2026-10-11,47,2,3550000.0,3850000.0,1,1,2,1,1,2,1.0845070422535212,1 khách
1133,movenpick-residences-phu-quoc,2026-10-11,47,2,2900000.0,3200000.0,1,1,2,1,1,2,1.103448275862069,1 khách
1134,movenpick-residences-phu-quoc,2026-10-11,47,2,7250000.0,7550000.0,1,1,2,1,1,2,1.0413793103448277,1 khách
1135,movenpick-residences-phu-quoc,2026-10-11,47,2,5860000.0,6160000.0,1,1,2,1,1,2,1.0511945392491469,1 khách
1136,movenpick-residences-phu-quoc,2026-10-11,47,2,10800000.0,11100000.0,1,1,2,1,1,2,1.0277777777777777,1 khách
1137,movenpick-residences-phu-quoc,2026-10-11,47,2,8700000.0,9000000.0,1,1,2,1,1,2,1.0344827586206897,1 khách
1138,movenpick-residences-phu-quoc,2026-10-11,47,2,3150000.0,3450000.0,1,1,2,1,1,2,1.0952380952380953,1 khách
1139,movenpick-residences-phu-quoc,2026-10-11,47,2,2580000.0,2880000.0,1,1,2,1,1,2,1.1162790697674418,1 khách
1140,movenpick-residences-phu-quoc,2026-11-18,48,2,56300000.0,56600000.0,1,1,2,1,1,2,1.0053285968028418,1 khách
1141,movenpick-residences-phu-quoc,2026-11-18,48,2,10300000.0,10600000.0,1,1,2,1,1,2,1.029126213592233,1 khách
1142,movenpick-residences-phu-quoc,2026-11-18,48,2,3900000.0,4200000.0,1,1,2,1,1,2,1.0769230769230769,1 khách
1143,movenpick-residences-phu-quoc,2026-11-18,48,2,4300000.0,4600000.0,1,1,2,1,1,2,1.069767441860465,1 khách
1144,movenpick-residences-phu-quoc,2026-11-18,48,2,20300000.0,20600000.0,1,1,2,1,1,2,1.0147783251231528,1 khách
1145,movenpick-residences-phu-quoc,2026-11-18,48,2,11500000.0,11800000.0,1,1,2,1,1,2,1.0260869565217392,1 khách
1146,movenpick-residences-phu-quoc,2026-11-18,48,2,7100000.0,7400000.0,1,1,2,1,1,2,1.0422535211267605,1 khách
1147,movenpick-residences-phu-quoc,2026-11-18,48,2,5100000.0,5400000.0,1,1,2,1,1,2,1.0588235294117647,1 khách
1148,movenpick-residences-phu-quoc,2026-11-18,48,2,8300000.0,8600000.0,1,1,2,1,1,2,1.036144578313253,1 khách
1149,movenpick-residences-phu-quoc,2026-11-18,48,2,13100000.0,13400000.0,1,1,2,1,1,2,1.0229007633587786,1 khách
1150,movenpick-residences-phu-quoc,2026-11-18,48,2,4300000.0,4600000.0,1,1,2,1,1,2,1.069767441860465,1 khách
1151,sol-phu-quoc,2026-10-01,49,3,4949910.0,8624070.0,1,1,1,3,1,3,1.7422680412371134,bữa ăn
1152,sol-phu-quoc,2026-10-01,49,3,5499900.0,9582300.0,1,1,1,3,1,3,1.7422680412371134,bữa ăn
1153,sol-phu-quoc,2026-10-01,49,3,3878280.0,7552440.0,1,1,1,3,1,3,1.9473684210526316,bữa ăn
1154,sol-phu-quoc,2026-10-01,49,3,4309200.0,8391600.0,1,1,1,3,1,3,1.9473684210526316,bữa ăn
1156,sol-phu-quoc,2026-10-01,49,3,3623130.0,7297290.0,1,1,1,3,1,3,2.0140845070422535,bữa ăn
1157,sol-phu-quoc,2026-10-01,49,3,4025700.0,8108100.0,1,1,1,3,1,3,2.0140845070422535,bữa ăn
1158,sol-phu-quoc,2026-10-01,49,3,4133430.0,7807590.0,1,1,1,3,1,3,1.8888888888888888,bữa ăn
1159,sol-phu-quoc,2026-10-01,49,3,4592700.0,8675100.0,1,1,1,3,1,3,1.8888888888888888,bữa ăn
1160,sol-phu-quoc,2026-10-01,49,3,4388580.0,8062740.0,1,1,1,3,1,3,1.8372093023255813,bữa ăn
1161,sol-phu-quoc,2026-10-01,49,3,4876200.0,8958600.0,1,1,1,3,1,3,1.8372093023255813,bữa ăn
1162,sol-phu-quoc,2026-10-01,49,3,3367980.0,7042140.0,1,1,1,3,1,3,2.090909090909091,bữa ăn
1163,sol-phu-quoc,2026-10-01,49,3,3742200.0,7824600.0,1,1,1,3,1,3,2.090909090909091,bữa ăn
1164,sol-phu-quoc,2026-10-11,50,3,4949910.0,8624070.0,1,1,1,3,1,3,1.7422680412371134,bữa ăn
1165,sol-phu-quoc,2026-10-11,50,3,5499900.0,9582300.0,1,1,1,3,1,3,1.7422680412371134,bữa ăn
1166,sol-phu-quoc,2026-10-11,50,3,6327720.0,10001880.0,1,1,1,3,1,3,1.5806451612903225,bữa ăn
1167,sol-phu-quoc,2026-10-11,50,3,7030800.0,11113200.0,1,1,1,3,1,3,1.5806451612903225,bữa ăn
1168,sol-phu-quoc,2026-10-11,50,3,3878280.0,7552440.0,1,1,1,3,1,3,1.9473684210526316,bữa ăn
1169,sol-phu-quoc,2026-10-11,50,3,4309200.0,8391600.0,1,1,1,3,1,3,1.9473684210526316,bữa ăn
1170,sol-phu-quoc,2026-10-11,50,3,3623130.0,7297290.0,1,1,1,3,1,3,2.0140845070422535,bữa ăn
1171,sol-phu-quoc,2026-10-11,50,3,4025700.0,8108100.0,1,1,1,3,1,3,2.0140845070422535,bữa ăn
1172,sol-phu-quoc,2026-10-11,50,3,4133430.0,7807590.0,1,1,1,3,1,3,1.8888888888888888,bữa ăn
1173,sol-phu-quoc,2026-10-11,50,3,4592700.0,8675100.0,1,1,1,3,1,3,1.8888888888888888,bữa ăn
1174,sol-phu-quoc,2026-10-11,50,3,4388580.0,8062740.0,1,1,1,3,1,3,1.8372093023255813,bữa ăn
1175,sol-phu-quoc,2026-10-11,50,3,4876200.0,8958600.0,1,1,1,3,1,3,1.8372093023255813,bữa ăn
1176,sol-phu-quoc,2026-10-11,50,3,3367980.0,7042140.0,1,1,1,3,1,3,2.090909090909091,bữa ăn
1177,sol-phu-quoc,2026-10-11,50,3,3742200.0,7824600.0,1,1,1,3,1,3,2.090909090909091,bữa ăn
