item_id,hotel_id,checkin,room_option_index,room_type_raw,price_per_night,original_price,discount_percent,breakfast_included,free_cancellation,max_occupancy,rik,rpk,g0,g0_size,dom_dom_idx,dom_block_id,dom_bid_room,dom_bid_rate,dom_bid_occ,dom_bid_meal,dom_bid_pkg,dom_occ_max,dom_only_for,single_guest,meal,cancel,pay,perks,badges_text,match_kind
1,hilton-saigon,2026-10-01,0,Phòng có Giường cỡ King,6509160.00,,,0,0,2.0,c428ad8b,1b6f0e44,25,1,0,1110458701_384026274_2_42_0,1110458701,384026274,2,42,,2.0,,False,Bữa sáng Tuyệt vời - VND 924.000,Không hoàn tiền,• Thanh toán cho chỗ nghỉ trước khi đến,,,price_attr
1,hilton-saigon,2026-10-01,1,Phòng có Giường cỡ King,7881300.00,,,1,0,2.0,c428ad8b,42ee661d,26,2,1,1110458701_384026274_2_41_0,1110458701,384026274,2,41,,2.0,,False,Bao gồm bữa sáng tuyệt vời,Không hoàn tiền,• Thanh toán cho chỗ nghỉ trước khi đến,,,price_attr
1,hilton-saigon,2026-10-01,2,Phòng có Giường cỡ King,7938000.00,,,0,1,2.0,c428ad8b,04acc096,24,1,2,1110458701_384026154_2_42_0,1110458701,384026154,2,42,,2.0,,False,Bữa sáng Tuyệt vời - VND 924.000,"Hủy miễn phí trước 1 tháng 10, 2026",Không cần thanh toán trước - thanh toán tại chỗ nghỉ,,,price_attr
1,hilton-saigon,2026-10-01,3,Phòng có Giường cỡ King,9298800.00,,,1,1,2.0,c428ad8b,71f409e6,27,4,3,1110458701_384026154_2_41_0,1110458701,384026154,2,41,,2.0,,False,Bao gồm bữa sáng tuyệt vời,"Hủy miễn phí trước 1 tháng 10, 2026",Không cần thanh toán trước - thanh toán tại chỗ nghỉ,,,price_attr
1,hilton-saigon,2026-10-01,4,Phòng có Giường cỡ King,12927600.00,,,1,1,2.0,c428ad8b,71f409e6,27,4,4,1110458701_384026154_2_25_0,1110458701,384026154,2,25,,2.0,,False,Bao bữa sáng & bữa tối,"Hủy miễn phí trước 1 tháng 10, 2026",Không cần thanh toán trước - thanh toán tại chỗ nghỉ,,,price_attr
1,hilton-saigon,2026-10-01,5,Phòng có Giường cỡ King,7200900.00,,,1,0,2.0,c428ad8b,42ee661d,26,2,5,1110458701_384026274_1_41_0,1110458701,384026274,1,41,,1.0,Chỉ dành cho 1 khách,True,Bao gồm bữa sáng tuyệt vời,Không hoàn tiền,• Thanh toán cho chỗ nghỉ trước khi đến,,,price_attr
1,hilton-saigon,2026-10-01,6,Phòng có Giường cỡ King,8618400.00,,,1,1,2.0,c428ad8b,71f409e6,27,4,6,1110458701_384026154_1_41_0,1110458701,384026154,1,41,,1.0,Chỉ dành cho 1 khách,True,Bao gồm bữa sáng tuyệt vời,"Hủy miễn phí trước 1 tháng 10, 2026",Không cần thanh toán trước - thanh toán tại chỗ nghỉ,,,price_attr
1,hilton-saigon,2026-10-01,7,Phòng có Giường cỡ King,10432800.00,,,1,1,2.0,c428ad8b,71f409e6,27,4,7,1110458701_384026154_1_25_0,1110458701,384026154,1,25,,1.0,Chỉ dành cho 1 khách,True,Bao bữa sáng & bữa tối,"Hủy miễn phí trước 1 tháng 10, 2026",Không cần thanh toán trước - thanh toán tại chỗ nghỉ,,,price_attr
1,hilton-saigon,2026-10-01,8,Phòng có Giường cỡ King Nhìn ra Thành phố,6788124.00,,,0,0,2.0,1acc1ded,1b6f0e44,5,1,8,1110458709_384026274_2_42_0,1110458709,384026274,2,42,,2.0,,False,Bữa sáng Tuyệt vời - VND 924.000,Không hoàn tiền,• Thanh toán cho chỗ nghỉ trước khi đến,,,price_attr
1,hilton-saigon,2026-10-01,9,Phòng có Giường cỡ King Nhìn ra Thành phố,8164800.00,,,1,0,2.0,1acc1ded,42ee661d,6,2,9,1110458709_384026274_2_41_0,1110458709,384026274,2,41,,2.0,,False,Bao gồm bữa sáng tuyệt vời,Không hoàn tiền,• Thanh toán cho chỗ nghỉ trước khi đến,,,price_attr
1,hilton-saigon,2026-10-01,10,Phòng có Giường cỡ King Nhìn ra Thành phố,8278200.00,,,0,1,2.0,1acc1ded,04acc096,4,1,10,1110458709_384026154_2_42_0,1110458709,384026154,2,42,,2.0,,False,Bữa sáng Tuyệt vời - VND 924.000,"Hủy miễn phí trước 1 tháng 10, 2026",Không cần thanh toán trước - thanh toán tại chỗ nghỉ,,,price_attr
1,hilton-saigon,2026-10-01,11,Phòng có Giường cỡ King Nhìn ra Thành phố,9639000.00,,,1,1,2.0,1acc1ded,71f409e6,7,4,11,1110458709_384026154_2_41_0,1110458709,384026154,2,41,,2.0,,False,Bao gồm bữa sáng tuyệt vời,"Hủy miễn phí trước 1 tháng 10, 2026",Không cần thanh toán trước - thanh toán tại chỗ nghỉ,,,price_attr
1,hilton-saigon,2026-10-01,12,Phòng có Giường cỡ King Nhìn ra Thành phố,13267800.00,,,1,1,2.0,1acc1ded,71f409e6,7,4,12,1110458709_384026154_2_25_0,1110458709,384026154,2,25,,2.0,,False,Bao bữa sáng & bữa tối,"Hủy miễn phí trước 1 tháng 10, 2026",Không cần thanh toán trước - thanh toán tại chỗ nghỉ,,,price_attr
1,hilton-saigon,2026-10-01,13,Phòng có Giường cỡ King Nhìn ra Thành phố,7484400.00,,,1,0,2.0,1acc1ded,42ee661d,6,2,13,1110458709_384026274_1_41_0,1110458709,384026274,1,41,,1.0,Chỉ dành cho 1 khách,True,Bao gồm bữa sáng tuyệt vời,Không hoàn tiền,• Thanh toán cho chỗ nghỉ trước khi đến,,,price_attr
1,hilton-saigon,2026-10-01,14,Phòng có Giường cỡ King Nhìn ra Thành phố,8958600.00,,,1,1,2.0,1acc1ded,71f409e6,7,4,14,1110458709_384026154_1_41_0,1110458709,384026154,1,41,,1.0,Chỉ dành cho 1 khách,True,Bao gồm bữa sáng tuyệt vời,"Hủy miễn phí trước 1 tháng 10, 2026",Không cần thanh toán trước - thanh toán tại chỗ nghỉ,,,price_attr
1,hilton-saigon,2026-10-01,15,Phòng có Giường cỡ King Nhìn ra Thành phố,10773000.00,,,1,1,2.0,1acc1ded,71f409e6,7,4,15,1110458709_384026154_1_25_0,1110458709,384026154,1,25,,1.0,Chỉ dành cho 1 khách,True,Bao bữa sáng & bữa tối,"Hủy miễn phí trước 1 tháng 10, 2026",Không cần thanh toán trước - thanh toán tại chỗ nghỉ,,,price_attr
1,hilton-saigon,2026-10-01,16,Phòng 2 Giường Đơn,6509160.00,,,0,0,2.0,445ee8a2,1b6f0e44,13,1,16,1110458710_384026274_2_42_0,1110458710,384026274,2,42,,2.0,,False,Bữa sáng Tuyệt vời - VND 924.000,Không hoàn tiền,• Thanh toán cho chỗ nghỉ trước khi đến,,,price_attr
1,hilton-saigon,2026-10-01,17,Phòng 2 Giường Đơn,7881300.00,,,1,0,2.0,445ee8a2,42ee661d,14,2,17,1110458710_384026274_2_41_0,1110458710,384026274,2,41,,2.0,,False,Bao gồm bữa sáng tuyệt vời,Không hoàn tiền,• Thanh toán cho chỗ nghỉ trước khi đến,,,price_attr
1,hilton-saigon,2026-10-01,18,Phòng 2 Giường Đơn,7938000.00,,,0,1,2.0,445ee8a2,04acc096,12,1,18,1110458710_384026154_2_42_0,1110458710,384026154,2,42,,2.0,,False,Bữa sáng Tuyệt vời - VND 924.000,"Hủy miễn phí trước 1 tháng 10, 2026",Không cần thanh toán trước - thanh toán tại chỗ nghỉ,,,price_attr
1,hilton-saigon,2026-10-01,19,Phòng 2 Giường Đơn,9298800.00,,,1,1,2.0,445ee8a2,71f409e6,15,4,19,1110458710_384026154_2_41_0,1110458710,384026154,2,41,,2.0,,False,Bao gồm bữa sáng tuyệt vời,"Hủy miễn phí trước 1 tháng 10, 2026",Không cần thanh toán trước - thanh toán tại chỗ nghỉ,,,price_attr
1,hilton-saigon,2026-10-01,20,Phòng 2 Giường Đơn,12927600.00,,,1,1,2.0,445ee8a2,71f409e6,15,4,20,1110458710_384026154_2_25_0,1110458710,384026154,2,25,,2.0,,False,Bao bữa sáng & bữa tối,"Hủy miễn phí trước 1 tháng 10, 2026",Không cần thanh toán trước - thanh toán tại chỗ nghỉ,,,price_attr
1,hilton-saigon,2026-10-01,21,Phòng 2 Giường Đơn,7200900.00,,,1,0,2.0,445ee8a2,42ee661d,14,2,21,1110458710_384026274_1_41_0,1110458710,384026274,1,41,,1.0,Chỉ dành cho 1 khách,True,Bao gồm bữa sáng tuyệt vời,Không hoàn tiền,• Thanh toán cho chỗ nghỉ trước khi đến,,,price_attr
1,hilton-saigon,2026-10-01,22,Phòng 2 Giường Đơn,8618400.00,,,1,1,2.0,445ee8a2,71f409e6,15,4,22,1110458710_384026154_1_41_0,1110458710,384026154,1,41,,1.0,Chỉ dành cho 1 khách,True,Bao gồm bữa sáng tuyệt vời,"Hủy miễn phí trước 1 tháng 10, 2026",Không cần thanh toán trước - thanh toán tại chỗ nghỉ,,,price_attr
1,hilton-saigon,2026-10-01,23,Phòng 2 Giường Đơn,10432800.00,,,1,1,2.0,445ee8a2,71f409e6,15,4,23,1110458710_384026154_1_25_0,1110458710,384026154,1,25,,1.0,Chỉ dành cho 1 khách,True,Bao bữa sáng & bữa tối,"Hủy miễn phí trước 1 tháng 10, 2026",Không cần thanh toán trước - thanh toán tại chỗ nghỉ,,,price_attr
1,hilton-saigon,2026-10-01,24,Phòng 2 Giường Đơn Nhìn ra Thành phố,6788124.00,,,0,0,2.0,c44188c1,1b6f0e44,29,1,24,1110458715_384026274_2_42_0,1110458715,384026274,2,42,,2.0,,False,Bữa sáng Tuyệt vời - VND 924.000,Không hoàn tiền,• Thanh toán cho chỗ nghỉ trước khi đến,,,price_attr
1,hilton-saigon,2026-10-01,25,Phòng 2 Giường Đơn Nhìn ra Thành phố,8164800.00,,,1,0,2.0,c44188c1,42ee661d,30,2,25,1110458715_384026274_2_41_0,1110458715,384026274,2,41,,2.0,,False,Bao gồm bữa sáng tuyệt vời,Không hoàn tiền,• Thanh toán cho chỗ nghỉ trước khi đến,,,price_attr
1,hilton-saigon,2026-10-01,26,Phòng 2 Giường Đơn Nhìn ra Thành phố,8278200.00,,,0,1,2.0,c44188c1,04acc096,28,1,26,1110458715_384026154_2_42_0,1110458715,384026154,2,42,,2.0,,False,Bữa sáng Tuyệt vời - VND 924.000,"Hủy miễn phí trước 1 tháng 10, 2026",Không cần thanh toán trước - thanh toán tại chỗ nghỉ,,,price_attr
1,hilton-saigon,2026-10-01,27,Phòng 2 Giường Đơn Nhìn ra Thành phố,9639000.00,,,1,1,2.0,c44188c1,71f409e6,31,4,27,1110458715_384026154_2_41_0,1110458715,384026154,2,41,,2.0,,False,Bao gồm bữa sáng tuyệt vời,"Hủy miễn phí trước 1 tháng 10, 2026",Không cần thanh toán trước - thanh toán tại chỗ nghỉ,,,price_attr
1,hilton-saigon,2026-10-01,28,Phòng 2 Giường Đơn Nhìn ra Thành phố,13267800.00,,,1,1,2.0,c44188c1,71f409e6,31,4,28,1110458715_384026154_2_25_0,1110458715,384026154,2,25,,2.0,,False,Bao bữa sáng & bữa tối,"Hủy miễn phí trước 1 tháng 10, 2026",Không cần thanh toán trước - thanh toán tại chỗ nghỉ,,,price_attr
1,hilton-saigon,2026-10-01,29,Phòng 2 Giường Đơn Nhìn ra Thành phố,7484400.00,,,1,0,2.0,c44188c1,42ee661d,30,2,29,1110458715_384026274_1_41_0,1110458715,384026274,1,41,,1.0,Chỉ dành cho 1 khách,True,Bao gồm bữa sáng tuyệt vời,Không hoàn tiền,• Thanh toán cho chỗ nghỉ trước khi đến,,,price_attr
1,hilton-saigon,2026-10-01,30,Phòng 2 Giường Đơn Nhìn ra Thành phố,8958600.00,,,1,1,2.0,c44188c1,71f409e6,31,4,30,1110458715_384026154_1_41_0,1110458715,384026154,1,41,,1.0,Chỉ dành cho 1 khách,True,Bao gồm bữa sáng tuyệt vời,"Hủy miễn phí trước 1 tháng 10, 2026",Không cần thanh toán trước - thanh toán tại chỗ nghỉ,,,price_attr
1,hilton-saigon,2026-10-01,31,Phòng 2 Giường Đơn Nhìn ra Thành phố,10773000.00,,,1,1,2.0,c44188c1,71f409e6,31,4,31,1110458715_384026154_1_25_0,1110458715,384026154,1,25,,1.0,Chỉ dành cho 1 khách,True,Bao bữa sáng & bữa tối,"Hủy miễn phí trước 1 tháng 10, 2026",Không cần thanh toán trước - thanh toán tại chỗ nghỉ,,,price_attr
1,hilton-saigon,2026-10-01,32,Phòng Deluxe 2 Giường Đơn Nhìn Ra Sông,7067088.00,,,0,0,2.0,03baad47,1b6f0e44,1,1,32,1110458714_384026274_2_42_0,1110458714,384026274,2,42,,2.0,,False,Bữa sáng Tuyệt vời - VND 924.000,Không hoàn tiền,• Thanh toán cho chỗ nghỉ trước khi đến,,,price_attr
1,hilton-saigon,2026-10-01,33,Phòng Deluxe 2 Giường Đơn Nhìn Ra Sông,8448300.00,,,1,0,2.0,03baad47,42ee661d,2,2,33,1110458714_384026274_2_41_0,1110458714,384026274,2,41,,2.0,,False,Bao gồm bữa sáng tuyệt vời,Không hoàn tiền,• Thanh toán cho chỗ nghỉ trước khi đến,,,price_attr
1,hilton-saigon,2026-10-01,34,Phòng Deluxe 2 Giường Đơn Nhìn Ra Sông,8618400.00,,,0,1,2.0,03baad47,04acc096,0,1,34,1110458714_384026154_2_42_0,1110458714,384026154,2,42,,2.0,,False,Bữa sáng Tuyệt vời - VND 924.000,"Hủy miễn phí trước 1 tháng 10, 2026",Không cần thanh toán trước - thanh toán tại chỗ nghỉ,,,price_attr
1,hilton-saigon,2026-10-01,35,Phòng Deluxe 2 Giường Đơn Nhìn Ra Sông,9979200.00,,,1,1,2.0,03baad47,71f409e6,3,4,35,1110458714_384026154_2_41_0,1110458714,384026154,2,41,,2.0,,False,Bao gồm bữa sáng tuyệt vời,"Hủy miễn phí trước 1 tháng 10, 2026",Không cần thanh toán trước - thanh toán tại chỗ nghỉ,,,price_attr
1,hilton-saigon,2026-10-01,36,Phòng Deluxe 2 Giường Đơn Nhìn Ra Sông,13608000.00,,,1,1,2.0,03baad47,71f409e6,3,4,36,1110458714_384026154_2_25_0,1110458714,384026154,2,25,,2.0,,False,Bao bữa sáng & bữa tối,"Hủy miễn phí trước 1 tháng 10, 2026",Không cần thanh toán trước - thanh toán tại chỗ nghỉ,,,price_attr
1,hilton-saigon,2026-10-01,37,Phòng Deluxe 2 Giường Đơn Nhìn Ra Sông,7767900.00,,,1,0,2.0,03baad47,42ee661d,2,2,37,1110458714_384026274_1_41_0,1110458714,384026274,1,41,,1.0,Chỉ dành cho 1 khách,True,Bao gồm bữa sáng tuyệt vời,Không hoàn tiền,• Thanh toán cho chỗ nghỉ trước khi đến,,,price_attr
1,hilton-saigon,2026-10-01,38,Phòng Deluxe 2 Giường Đơn Nhìn Ra Sông,9298800.00,,,1,1,2.0,03baad47,71f409e6,3,4,38,1110458714_384026154_1_41_0,1110458714,384026154,1,41,,1.0,Chỉ dành cho 1 khách,True,Bao gồm bữa sáng tuyệt vời,"Hủy miễn phí trước 1 tháng 10, 2026",Không cần thanh toán trước - thanh toán tại chỗ nghỉ,,,price_attr
1,hilton-saigon,2026-10-01,39,Phòng Deluxe 2 Giường Đơn Nhìn Ra Sông,11113200.00,,,1,1,2.0,03baad47,71f409e6,3,4,39,1110458714_384026154_1_25_0,1110458714,384026154,1,25,,1.0,Chỉ dành cho 1 khách,True,Bao bữa sáng & bữa tối,"Hủy miễn phí trước 1 tháng 10, 2026",Không cần thanh toán trước - thanh toán tại chỗ nghỉ,,,price_attr
1,hilton-saigon,2026-10-01,40,Phòng Deluxe Có Giường Cỡ King,7160076.00,,,0,0,2.0,eacb0d42,1b6f0e44,41,1,40,1110458703_384026274_2_42_0,1110458703,384026274,2,42,,2.0,,False,Bữa sáng Tuyệt vời - VND 924.000,Không hoàn tiền,• Thanh toán cho chỗ nghỉ trước khi đến,,,price_attr
1,hilton-saigon,2026-10-01,41,Phòng Deluxe Có Giường Cỡ King,8505000.00,,,1,0,2.0,eacb0d42,42ee661d,42,2,41,1110458703_384026274_2_41_0,1110458703,384026274,2,41,,2.0,,False,Bao gồm bữa sáng tuyệt vời,Không hoàn tiền,• Thanh toán cho chỗ nghỉ trước khi đến,,,price_attr
1,hilton-saigon,2026-10-01,42,Phòng Deluxe Có Giường Cỡ King,8731800.00,,,0,1,2.0,eacb0d42,04acc096,40,1,42,1110458703_384026154_2_42_0,1110458703,384026154,2,42,,2.0,,False,Bữa sáng Tuyệt vời - VND 924.000,"Hủy miễn phí trước 1 tháng 10, 2026",Không cần thanh toán trước - thanh toán tại chỗ nghỉ,,,price_attr
1,hilton-saigon,2026-10-01,43,Phòng Deluxe Có Giường Cỡ King,10092600.00,,,1,1,2.0,eacb0d42,71f409e6,43,4,43,1110458703_384026154_2_41_0,1110458703,384026154,2,41,,2.0,,False,Bao gồm bữa sáng tuyệt vời,"Hủy miễn phí trước 1 tháng 10, 2026",Không cần thanh toán trước - thanh toán tại chỗ nghỉ,,,price_attr
1,hilton-saigon,2026-10-01,44,Phòng Deluxe Có Giường Cỡ King,13721400.00,,,1,1,2.0,eacb0d42,71f409e6,43,4,44,1110458703_384026154_2_25_0,1110458703,384026154,2,25,,2.0,,False,Bao bữa sáng & bữa tối,"Hủy miễn phí trước 1 tháng 10, 2026",Không cần thanh toán trước - thanh toán tại chỗ nghỉ,,,price_attr
1,hilton-saigon,2026-10-01,45,Phòng Deluxe Có Giường Cỡ King,7824600.00,,,1,0,2.0,eacb0d42,42ee661d,42,2,45,1110458703_384026274_1_41_0,1110458703,384026274,1,41,,1.0,Chỉ dành cho 1 khách,True,Bao gồm bữa sáng tuyệt vời,Không hoàn tiền,• Thanh toán cho chỗ nghỉ trước khi đến,,,price_attr
1,hilton-saigon,2026-10-01,46,Phòng Deluxe Có Giường Cỡ King,9412200.00,,,1,1,2.0,eacb0d42,71f409e6,43,4,46,1110458703_384026154_1_41_0,1110458703,384026154,1,41,,1.0,Chỉ dành cho 1 khách,True,Bao gồm bữa sáng tuyệt vời,"Hủy miễn phí trước 1 tháng 10, 2026",Không cần thanh toán trước - thanh toán tại chỗ nghỉ,,,price_attr
1,hilton-saigon,2026-10-01,47,Phòng Deluxe Có Giường Cỡ King,11226600.00,,,1,1,2.0,eacb0d42,71f409e6,43,4,47,1110458703_384026154_1_25_0,1110458703,384026154,1,25,,1.0,Chỉ dành cho 1 khách,True,Bao bữa sáng & bữa tối,"Hủy miễn phí trước 1 tháng 10, 2026",Không cần thanh toán trước - thanh toán tại chỗ nghỉ,,,price_attr
1,hilton-saigon,2026-10-01,48,Phòng Premium Ở Góc Có Giường Cỡ King Nhìn Ra Sông,8368920.00,,,0,0,2.0,320a348e,1b6f0e44,9,1,48,1110458713_384026274_2_42_0,1110458713,384026274,2,42,,2.0,,False,Bữa sáng Tuyệt vời - VND 924.000,Không hoàn tiền,• Thanh toán cho chỗ nghỉ trước khi đến,,,price_attr
1,hilton-saigon,2026-10-01,49,Phòng Premium Ở Góc Có Giường Cỡ King Nhìn Ra Sông,9752400.00,,,1,0,2.0,320a348e,42ee661d,10,2,49,1110458713_384026274_2_41_0,1110458713,384026274,2,41,,2.0,,False,Bao gồm bữa sáng tuyệt vời,Không hoàn tiền,• Thanh toán cho chỗ nghỉ trước khi đến,,,price_attr
1,hilton-saigon,2026-10-01,50,Phòng Premium Ở Góc Có Giường Cỡ King Nhìn Ra Sông,10206000.00,,,0,1,2.0,320a348e,04acc096,8,1,50,1110458713_384026154_2_42_0,1110458713,384026154,2,42,,2.0,,False,Bữa sáng Tuyệt vời - VND 924.000,"Hủy miễn phí trước 1 tháng 10, 2026",Không cần thanh toán trước - thanh toán tại chỗ nghỉ,,,price_attr
1,hilton-saigon,2026-10-01,51,Phòng Premium Ở Góc Có Giường Cỡ King Nhìn Ra Sông,11566800.00,,,1,1,2.0,320a348e,71f409e6,11,4,51,1110458713_384026154_2_41_0,1110458713,384026154,2,41,,2.0,,False,Bao gồm bữa sáng tuyệt vời,"Hủy miễn phí trước 1 tháng 10, 2026",Không cần thanh toán trước - thanh toán tại chỗ nghỉ,,,price_attr
1,hilton-saigon,2026-10-01,52,Phòng Premium Ở Góc Có Giường Cỡ King Nhìn Ra Sông,15195600.00,,,1,1,2.0,320a348e,71f409e6,11,4,52,1110458713_384026154_2_25_0,1110458713,384026154,2,25,,2.0,,False,Bao bữa sáng & bữa tối,"Hủy miễn phí trước 1 tháng 10, 2026",Không cần thanh toán trước - thanh toán tại chỗ nghỉ,,,price_attr
1,hilton-saigon,2026-10-01,53,Phòng Premium Ở Góc Có Giường Cỡ King Nhìn Ra Sông,9072000.00,,,1,0,2.0,320a348e,42ee661d,10,2,53,1110458713_384026274_1_41_0,1110458713,384026274,1,41,,1.0,Chỉ dành cho 1 khách,True,Bao gồm bữa sáng tuyệt vời,Không hoàn tiền,• Thanh toán cho chỗ nghỉ trước khi đến,,,price_attr
1,hilton-saigon,2026-10-01,54,Phòng Premium Ở Góc Có Giường Cỡ King Nhìn Ra Sông,10886400.00,,,1,1,2.0,320a348e,71f409e6,11,4,54,1110458713_384026154_1_41_0,1110458713,384026154,1,41,,1.0,Chỉ dành cho 1 khách,True,Bao gồm bữa sáng tuyệt vời,"Hủy miễn phí trước 1 tháng 10, 2026",Không cần thanh toán trước - thanh toán tại chỗ nghỉ,,,price_attr
1,hilton-saigon,2026-10-01,55,Phòng Premium Ở Góc Có Giường Cỡ King Nhìn Ra Sông,12700800.00,,,1,1,2.0,320a348e,71f409e6,11,4,55,1110458713_384026154_1_25_0,1110458713,384026154,1,25,,1.0,Chỉ dành cho 1 khách,True,Bao bữa sáng & bữa tối,"Hủy miễn phí trước 1 tháng 10, 2026",Không cần thanh toán trước - thanh toán tại chỗ nghỉ,,,price_attr
1,hilton-saigon,2026-10-01,56,Phòng Executive 2 Giường Đơn,8461908.00,,,0,0,2.0,6d7a99c1,1b6f0e44,17,1,56,1110458711_384026274_2_42_0,1110458711,384026274,2,42,,2.0,,False,Bữa sáng Tuyệt vời - VND 924.000,Không hoàn tiền,• Thanh toán cho chỗ nghỉ trước khi đến,,,price_attr
1,hilton-saigon,2026-10-01,57,Phòng Executive 2 Giường Đơn,9809100.00,,,1,0,2.0,6d7a99c1,42ee661d,18,2,57,1110458711_384026274_2_41_0,1110458711,384026274,2,41,,2.0,,False,Bao gồm bữa sáng tuyệt vời,Không hoàn tiền,• Thanh toán cho chỗ nghỉ trước khi đến,,,price_attr
1,hilton-saigon,2026-10-01,58,Phòng Executive 2 Giường Đơn,10319400.00,,,0,1,2.0,6d7a99c1,04acc096,16,1,58,1110458711_384026154_2_42_0,1110458711,384026154,2,42,,2.0,,False,Bữa sáng Tuyệt vời - VND 924.000,"Hủy miễn phí trước 1 tháng 10, 2026",Không cần thanh toán trước - thanh toán tại chỗ nghỉ,,,price_attr
1,hilton-saigon,2026-10-01,59,Phòng Executive 2 Giường Đơn,11680200.00,,,1,1,2.0,6d7a99c1,71f409e6,19,4,59,1110458711_384026154_2_41_0,1110458711,384026154,2,41,,2.0,,False,Bao gồm bữa sáng tuyệt vời,"Hủy miễn phí trước 1 tháng 10, 2026",Không cần thanh toán trước - thanh toán tại chỗ nghỉ,,,price_attr
1,hilton-saigon,2026-10-01,60,Phòng Executive 2 Giường Đơn,15309000.00,,,1,1,2.0,6d7a99c1,71f409e6,19,4,60,1110458711_384026154_2_25_0,1110458711,384026154,2,25,,2.0,,False,Bao bữa sáng & bữa tối,"Hủy miễn phí trước 1 tháng 10, 2026",Không cần thanh toán trước - thanh toán tại chỗ nghỉ,,,price_attr
1,hilton-saigon,2026-10-01,61,Phòng Executive 2 Giường Đơn,9128700.00,,,1,0,2.0,6d7a99c1,42ee661d,18,2,61,1110458711_384026274_1_41_0,1110458711,384026274,1,41,,1.0,Chỉ dành cho 1 khách,True,Bao gồm bữa sáng tuyệt vời,Không hoàn tiền,• Thanh toán cho chỗ nghỉ trước khi đến,,,price_attr
1,hilton-saigon,2026-10-01,62,Phòng Executive 2 Giường Đơn,10999800.00,,,1,1,2.0,6d7a99c1,71f409e6,19,4,62,1110458711_384026154_1_41_0,1110458711,384026154,1,41,,1.0,Chỉ dành cho 1 khách,True,Bao gồm bữa sáng tuyệt vời,"Hủy miễn phí trước 1 tháng 10, 2026",Không cần thanh toán trước - thanh toán tại chỗ nghỉ,,,price_attr
1,hilton-saigon,2026-10-01,63,Phòng Executive 2 Giường Đơn,12814200.00,,,1,1,2.0,6d7a99c1,71f409e6,19,4,63,1110458711_384026154_1_25_0,1110458711,384026154,1,25,,1.0,Chỉ dành cho 1 khách,True,Bao bữa sáng & bữa tối,"Hủy miễn phí trước 1 tháng 10, 2026",Không cần thanh toán trước - thanh toán tại chỗ nghỉ,,,price_attr
1,hilton-saigon,2026-10-01,64,Phòng Executive Có Giường Cỡ King,8647884.00,,,0,0,2.0,e1525e46,1b6f0e44,37,1,64,1110458704_384026274_2_42_0,1110458704,384026274,2,42,,2.0,,False,Bữa sáng Tuyệt vời - VND 924.000,Không hoàn tiền,• Thanh toán cho chỗ nghỉ trước khi đến,,,price_attr
1,hilton-saigon,2026-10-01,65,Phòng Executive Có Giường Cỡ King,10035900.00,,,1,0,2.0,e1525e46,42ee661d,38,2,65,1110458704_384026274_2_41_0,1110458704,384026274,2,41,,2.0,,False,Bao gồm bữa sáng tuyệt vời,Không hoàn tiền,• Thanh toán cho chỗ nghỉ trước khi đến,,,price_attr
1,hilton-saigon,2026-10-01,66,Phòng Executive Có Giường Cỡ King,10546200.00,,,0,1,2.0,e1525e46,04acc096,36,1,66,1110458704_384026154_2_42_0,1110458704,384026154,2,42,,2.0,,False,Bữa sáng Tuyệt vời - VND 924.000,"Hủy miễn phí trước 1 tháng 10, 2026",Không cần thanh toán trước - thanh toán tại chỗ nghỉ,,,price_attr
1,hilton-saigon,2026-10-01,67,Phòng Executive Có Giường Cỡ King,11907000.00,,,1,1,2.0,e1525e46,71f409e6,39,4,67,1110458704_384026154_2_41_0,1110458704,384026154,2,41,,2.0,,False,Bao gồm bữa sáng tuyệt vời,"Hủy miễn phí trước 1 tháng 10, 2026",Không cần thanh toán trước - thanh toán tại chỗ nghỉ,,,price_attr
1,hilton-saigon,2026-10-01,68,Phòng Executive Có Giường Cỡ King,15535800.00,,,1,1,2.0,e1525e46,71f409e6,39,4,68,1110458704_384026154_2_25_0,1110458704,384026154,2,25,,2.0,,False,Bao bữa sáng & bữa tối,"Hủy miễn phí trước 1 tháng 10, 2026",Không cần thanh toán trước - thanh toán tại chỗ nghỉ,,,price_attr
1,hilton-saigon,2026-10-01,69,Phòng Executive Có Giường Cỡ King,9355500.00,,,1,0,2.0,e1525e46,42ee661d,38,2,69,1110458704_384026274_1_41_0,1110458704,384026274,1,41,,1.0,Chỉ dành cho 1 khách,True,Bao gồm bữa sáng tuyệt vời,Không hoàn tiền,• Thanh toán cho chỗ nghỉ trước khi đến,,,price_attr
1,hilton-saigon,2026-10-01,70,Phòng Executive Có Giường Cỡ King,11226600.00,,,1,1,2.0,e1525e46,71f409e6,39,4,70,1110458704_384026154_1_41_0,1110458704,384026154,1,41,,1.0,Chỉ dành cho 1 khách,True,Bao gồm bữa sáng tuyệt vời,"Hủy miễn phí trước 1 tháng 10, 2026",Không cần thanh toán trước - thanh toán tại chỗ nghỉ,,,price_attr
1,hilton-saigon,2026-10-01,71,Phòng Executive Có Giường Cỡ King,13041000.00,,,1,1,2.0,e1525e46,71f409e6,39,4,71,1110458704_384026154_1_25_0,1110458704,384026154,1,25,,1.0,Chỉ dành cho 1 khách,True,Bao bữa sáng & bữa tối,"Hủy miễn phí trước 1 tháng 10, 2026",Không cần thanh toán trước - thanh toán tại chỗ nghỉ,,,price_attr
