hotel,checkin,bid,fam,c3,sg,in_other,p2,p1,only1,vs
22land-residence-2,2026-10-01,bbasic_0,"('bbasic_0',)",?,False,False,905169.0,,False,run1
22land-residence-2,2026-10-01,1552871001_427146946_0_1_0,"('1552871001', '427146946', '1', '0', '')",0,False,True,958968.0,958968.0,False,run1
22land-residence-2,2026-10-01,1552871001_437413543_2_1_0_1335003,"('1552871001', '437413543', '1', '0', '1335003')",N>=2,False,True,1009440.0,1009440.0,False,run1
22land-residence-2,2026-10-01,1552871002_bbasic_0,"('1552871002_bbasic_0',)",0,False,False,929359.0,,False,run1
22land-residence-2,2026-10-01,1552871002_427146946_2_1_0,"('1552871002', '427146946', '1', '0', '')",N>=2,False,True,984960.0,984960.0,False,run1
22land-residence-2,2026-10-01,1552871002_437413543_2_1_0_1335003,"('1552871002', '437413543', '1', '0', '1335003')",N>=2,False,True,1036800.0,1036800.0,False,run1
22land-residence-2,2026-10-01,1552871003_bbasic_0,"('1552871003_bbasic_0',)",0,False,False,989443.0,,False,run1
22land-residence-2,2026-10-01,1552871003_427146946_0_1_0,"('1552871003', '427146946', '1', '0', '')",0,False,True,1048572.0,1048572.0,False,run1
22land-residence-2,2026-10-01,1552871003_437413543_2_1_0_1335003,"('1552871003', '437413543', '1', '0', '1335003')",N>=2,False,True,1103760.0,1103760.0,False,run1
22land-residence-2,2026-10-01,1552871004_bbasic_0,"('1552871004_bbasic_0',)",0,False,False,1050048.0,,False,run1
22land-residence-2,2026-10-01,1552871004_427146946_0_1_0,"('1552871004', '427146946', '1', '0', '')",0,False,True,1114920.0,1114920.0,False,run1
22land-residence-2,2026-10-01,1552871004_437413543_2_1_0_1335003,"('1552871004', '437413543', '1', '0', '1335003')",N>=2,False,True,1173600.0,1173600.0,False,run1
22land-residence-2,2026-10-01,1552871005_427146946_0_1_0,"('1552871005', '427146946', '1', '0', '')",0,False,True,1176480.0,1176480.0,False,run1
22land-residence-2,2026-10-01,1552871005_437413543_2_1_0_1335003,"('1552871005', '437413543', '1', '0', '1335003')",N>=2,False,True,1238400.0,1238400.0,False,run1
22land-residence-2,2026-10-01,1552871006_427146946_0_1_0,"('1552871006', '427146946', '1', '0', '')",0,False,True,1176480.0,1176480.0,False,run1
22land-residence-2,2026-10-01,1552871006_437413543_2_1_0_1335003,"('1552871006', '437413543', '1', '0', '1335003')",N>=2,False,True,1238400.0,1238400.0,False,run1
22land-residence-2,2026-10-01,1552871007_427146946_0_1_0,"('1552871007', '427146946', '1', '0', '')",0,False,True,1244880.0,1244880.0,False,run1
22land-residence-2,2026-10-01,1552871007_437413543_2_1_0_1335003,"('1552871007', '437413543', '1', '0', '1335003')",N>=2,False,True,1310400.0,1310400.0,False,run1
22land-residence-2,2026-10-01,1552871008_427146946_0_1_0,"('1552871008', '427146946', '1', '0', '')",0,False,True,1928880.0,1928880.0,False,run1
22land-residence-2,2026-10-01,1552871008_437413543_4_1_0_1335003,"('1552871008', '437413543', '1', '0', '1335003')",N>=2,False,True,2030400.0,2030400.0,False,run1
22land-residence-2,2026-10-11,bbasic_0,"('bbasic_0',)",?,False,False,989443.0,,False,run1
22land-residence-2,2026-10-11,1552871003_427146946_0_1_0,"('1552871003', '427146946', '1', '0', '')",0,False,True,1048572.0,1048572.0,False,run1
22land-residence-2,2026-10-11,1552871003_437413543_2_1_0_1335003,"('1552871003', '437413543', '1', '0', '1335003')",N>=2,False,True,1103760.0,1103760.0,False,run1
22land-residence-2,2026-10-11,1552871004_bbasic_0,"('1552871004_bbasic_0',)",0,False,False,1049788.0,,False,run1
22land-residence-2,2026-10-11,1552871004_427146946_0_1_0,"('1552871004', '427146946', '1', '0', '')",0,False,True,1114920.0,1114920.0,False,run1
22land-residence-2,2026-10-11,1552871004_437413543_2_1_0_1335003,"('1552871004', '437413543', '1', '0', '1335003')",N>=2,False,True,1173600.0,1173600.0,False,run1
22land-residence-2,2026-10-11,1552871005_bbasic_0,"('1552871005_bbasic_0',)",0,False,False,1110133.0,,False,run1
22land-residence-2,2026-10-11,1552871005_427146946_0_1_0,"('1552871005', '427146946', '1', '0', '')",0,False,True,1176480.0,1176480.0,False,run1
22land-residence-2,2026-10-11,1552871005_437413543_2_1_0_1335003,"('1552871005', '437413543', '1', '0', '1335003')",N>=2,False,True,1238400.0,1238400.0,False,run1
22land-residence-2,2026-11-18,bbasic_0,"('bbasic_0',)",?,False,False,909851.0,,False,run1
22land-residence-2,2026-11-18,1552871001_427146946_0_1_0,"('1552871001', '427146946', '1', '0', '')",0,False,True,958968.0,958968.0,False,run1
22land-residence-2,2026-11-18,1552871001_437413543_2_1_0_1335003,"('1552871001', '437413543', '1', '0', '1335003')",N>=2,False,True,1009440.0,1009440.0,False,run1
22land-residence-2,2026-11-18,1552871002_bbasic_0,"('1552871002_bbasic_0',)",0,False,False,934041.0,,False,run1
22land-residence-2,2026-11-18,1552871002_427146946_2_1_0,"('1552871002', '427146946', '1', '0', '')",N>=2,False,True,984960.0,984960.0,False,run1
22land-residence-2,2026-11-18,1552871002_437413543_2_1_0_1335003,"('1552871002', '437413543', '1', '0', '1335003')",N>=2,False,True,1036800.0,1036800.0,False,run1
22land-residence-2,2026-11-18,1552871003_bbasic_0,"('1552871003_bbasic_0',)",0,False,False,994385.0,,False,run1
22land-residence-2,2026-11-18,1552871003_427146946_0_1_0,"('1552871003', '427146946', '1', '0', '')",0,False,True,1048572.0,1048572.0,False,run1
22land-residence-2,2026-11-18,1552871003_437413543_2_1_0_1335003,"('1552871003', '437413543', '1', '0', '1335003')",N>=2,False,True,1103760.0,1103760.0,False,run1
22land-residence-2,2026-11-18,1552871004_bbasic_0,"('1552871004_bbasic_0',)",0,False,False,1055510.0,,False,run1
22land-residence-2,2026-11-18,1552871004_427146946_0_1_0,"('1552871004', '427146946', '1', '0', '')",0,False,True,1114920.0,1114920.0,False,run1
22land-residence-2,2026-11-18,1552871004_437413543_2_1_0_1335003,"('1552871004', '437413543', '1', '0', '1335003')",N>=2,False,True,1173600.0,1173600.0,False,run1
22land-residence-2,2026-11-18,1552871005_427146946_0_1_0,"('1552871005', '427146946', '1', '0', '')",0,False,True,1176480.0,1176480.0,False,run1
22land-residence-2,2026-11-18,1552871005_437413543_2_1_0_1335003,"('1552871005', '437413543', '1', '0', '1335003')",N>=2,False,True,1238400.0,1238400.0,False,run1
22land-residence-2,2026-11-18,1552871006_427146946_0_1_0,"('1552871006', '427146946', '1', '0', '')",0,False,True,1176480.0,1176480.0,False,run1
22land-residence-2,2026-11-18,1552871006_437413543_2_1_0_1335003,"('1552871006', '437413543', '1', '0', '1335003')",N>=2,False,True,1238400.0,1238400.0,False,run1
22land-residence-2,2026-11-18,1552871007_427146946_0_1_0,"('1552871007', '427146946', '1', '0', '')",0,False,True,1244880.0,1244880.0,False,run1
22land-residence-2,2026-11-18,1552871007_437413543_2_1_0_1335003,"('1552871007', '437413543', '1', '0', '1335003')",N>=2,False,True,1310400.0,1310400.0,False,run1
22land-residence-2,2026-11-18,1552871008_427146946_0_1_0,"('1552871008', '427146946', '1', '0', '')",0,False,True,1928880.0,1928880.0,False,run1
22land-residence-2,2026-11-18,1552871008_437413543_4_1_0_1335003,"('1552871008', '437413543', '1', '0', '1335003')",N>=2,False,True,2030400.0,2030400.0,False,run1
b-amp-k-homestay-glocery-store,2026-10-01,954924803_367993291_2_0_0,"('954924803', '367993291', '0', '0', '')",N>=2,False,False,810000.0,,False,run1
b-amp-k-homestay-glocery-store,2026-10-01,954924803_367993302_2_0_0,"('954924803', '367993302', '0', '0', '')",N>=2,False,False,900000.0,,False,run1
b-amp-k-homestay-glocery-store,2026-10-01,954924803_367993302_1_0_0,"('954924803', '367993302', '0', '0', '')",1,True,True,810000.0,810000.0,False,run1
b-amp-k-homestay-glocery-store,2026-10-01,954924804_367993302_2_0_0,"('954924804', '367993302', '0', '0', '')",N>=2,False,True,900000.0,900000.0,False,run1
b-amp-k-homestay-glocery-store,2026-10-01,954924802_367993291_2_0_0,"('954924802', '367993291', '0', '0', '')",N>=2,False,False,972000.0,,False,run1
b-amp-k-homestay-glocery-store,2026-10-01,954924802_367993302_2_0_0,"('954924802', '367993302', '0', '0', '')",N>=2,False,False,1080000.0,,False,run1
b-amp-k-homestay-glocery-store,2026-10-01,954924802_367993291_1_0_0,"('954924802', '367993291', '0', '0', '')",1,True,True,918000.0,918000.0,False,run1
b-amp-k-homestay-glocery-store,2026-10-01,954924802_367993302_1_0_0,"('954924802', '367993302', '0', '0', '')",1,True,True,1020000.0,1020000.0,False,run1
b-amp-k-homestay-glocery-store,2026-10-11,bbasic_0,"('bbasic_0',)",?,False,False,855489.0,,False,run1
b-amp-k-homestay-glocery-store,2026-10-11,954924804_367993302_2_0_0,"('954924804', '367993302', '0', '0', '')",N>=2,False,True,900000.0,900000.0,False,run1
b-amp-k-homestay-glocery-store,2026-11-18,bbasic_0,"('bbasic_0',)",?,False,True,1059152.0,1059152.0,False,run1
b-amp-k-homestay-glocery-store,2026-11-18,954924803_367993291_2_0_0,"('954924803', '367993291', '0', '0', '')",N>=2,False,False,1260000.0,,False,run1
b-amp-k-homestay-glocery-store,2026-11-18,954924803_367993302_2_0_0,"('954924803', '367993302', '0', '0', '')",N>=2,False,False,1400000.0,,False,run1
b-amp-k-homestay-glocery-store,2026-11-18,954924803_367993302_1_0_0,"('954924803', '367993302', '0', '0', '')",1,True,True,1260000.0,1260000.0,False,run1
b-amp-k-homestay-glocery-store,2026-11-18,954924804_367993302_2_0_0,"('954924804', '367993302', '0', '0', '')",N>=2,False,True,1400000.0,1400000.0,False,run1
b-amp-k-homestay-glocery-store,2026-11-18,954924802_bbasic_0,"('954924802_bbasic_0',)",0,False,False,1352291.0,,False,run1
b-amp-k-homestay-glocery-store,2026-11-18,954924802_367993291_2_0_0,"('954924802', '367993291', '0', '0', '')",N>=2,False,False,1458000.0,,False,run1
b-amp-k-homestay-glocery-store,2026-11-18,954924802_367993302_2_0_0,"('954924802', '367993302', '0', '0', '')",N>=2,False,False,1620000.0,,False,run1
b-amp-k-homestay-glocery-store,2026-11-18,954924802_367993291_1_0_0,"('954924802', '367993291', '0', '0', '')",1,True,True,1377000.0,1377000.0,False,run1
b-amp-k-homestay-glocery-store,2026-11-18,954924802_367993302_1_0_0,"('954924802', '367993302', '0', '0', '')",1,True,True,1530000.0,1530000.0,False,run1
diamond-sea-vung-tau,2026-10-01,222442401_391131631_2_0_0,"('222442401', '391131631', '0', '0', '')",N>=2,False,True,410001.0,410001.0,False,run1
diamond-sea-vung-tau,2026-10-01,222442401_428810522_0_0_0,"('222442401', '428810522', '0', '0', '')",0,False,True,471500.0,471500.0,False,run1
diamond-sea-vung-tau,2026-10-01,222442402_391131631_2_0_0,"('222442402', '391131631', '0', '0', '')",N>=2,False,True,476667.0,476667.0,False,run1
diamond-sea-vung-tau,2026-10-01,222442402_428810522_0_0_0,"('222442402', '428810522', '0', '0', '')",0,False,True,548167.0,548167.0,False,run1
diamond-sea-vung-tau,2026-10-01,222442406_391131631_2_0_0,"('222442406', '391131631', '0', '0', '')",N>=2,False,True,611111.0,611111.0,False,run1
diamond-sea-vung-tau,2026-10-01,222442406_428810522_0_0_0,"('222442406', '428810522', '0', '0', '')",0,False,True,702778.0,702778.0,False,run1
diamond-sea-vung-tau,2026-10-01,222442407_391131631_2_0_0,"('222442407', '391131631', '0', '0', '')",N>=2,False,True,733334.0,733334.0,False,run1
diamond-sea-vung-tau,2026-10-01,222442407_428810522_0_0_0,"('222442407', '428810522', '0', '0', '')",0,False,True,843334.0,843334.0,False,run1
diamond-sea-vung-tau,2026-10-01,222442403_391131631_4_0_0,"('222442403', '391131631', '0', '0', '')",N>=2,False,True,743334.0,743334.0,False,run1
diamond-sea-vung-tau,2026-10-01,222442403_428810522_0_0_0,"('222442403', '428810522', '0', '0', '')",0,False,True,854834.0,854834.0,False,run1
diamond-sea-vung-tau,2026-10-01,222442404_391131631_4_0_0,"('222442404', '391131631', '0', '0', '')",N>=2,False,True,854445.0,854445.0,False,run1
diamond-sea-vung-tau,2026-10-01,222442404_428810522_0_0_0,"('222442404', '428810522', '0', '0', '')",0,False,True,982611.0,982611.0,False,run1
diamond-sea-vung-tau,2026-10-01,222442408_391131631_4_0_0,"('222442408', '391131631', '0', '0', '')",N>=2,False,True,1666667.0,1666667.0,False,run1
diamond-sea-vung-tau,2026-10-01,222442405_391131631_6_0_0,"('222442405', '391131631', '0', '0', '')",N>=2,False,True,1077778.0,1077778.0,False,run1
diamond-sea-vung-tau,2026-10-01,222442405_428810522_0_0_0,"('222442405', '428810522', '0', '0', '')",0,False,True,1239445.0,1239445.0,False,run1
diamond-sea-vung-tau,2026-10-01,222442409_391131631_6_0_0,"('222442409', '391131631', '0', '0', '')",N>=2,False,True,2500000.0,2500000.0,False,run1
diamond-sea-vung-tau,2026-10-11,222442402_391131631_2_0_0,"('222442402', '391131631', '0', '0', '')",N>=2,False,True,476667.0,476667.0,False,run1
diamond-sea-vung-tau,2026-10-11,222442402_428810522_0_0_0,"('222442402', '428810522', '0', '0', '')",0,False,True,548167.0,548167.0,False,run1
diamond-sea-vung-tau,2026-10-11,222442401_391131631_2_0_0,"('222442401', '391131631', '0', '0', '')",N>=2,False,True,410001.0,410001.0,False,run1
diamond-sea-vung-tau,2026-10-11,222442401_428810522_0_0_0,"('222442401', '428810522', '0', '0', '')",0,False,True,471500.0,471500.0,False,run1
diamond-sea-vung-tau,2026-10-11,222442406_391131631_2_0_0,"('222442406', '391131631', '0', '0', '')",N>=2,False,True,611111.0,611111.0,False,run1
diamond-sea-vung-tau,2026-10-11,222442406_428810522_0_0_0,"('222442406', '428810522', '0', '0', '')",0,False,True,702778.0,702778.0,False,run1
diamond-sea-vung-tau,2026-10-11,222442407_391131631_2_0_0,"('222442407', '391131631', '0', '0', '')",N>=2,False,True,733334.0,733334.0,False,run1
diamond-sea-vung-tau,2026-10-11,222442407_428810522_0_0_0,"('222442407', '428810522', '0', '0', '')",0,False,True,843334.0,843334.0,False,run1
diamond-sea-vung-tau,2026-10-11,222442403_391131631_4_0_0,"('222442403', '391131631', '0', '0', '')",N>=2,False,True,743334.0,743334.0,False,run1
diamond-sea-vung-tau,2026-10-11,222442403_428810522_0_0_0,"('222442403', '428810522', '0', '0', '')",0,False,True,854834.0,854834.0,False,run1
diamond-sea-vung-tau,2026-10-11,222442404_391131631_4_0_0,"('222442404', '391131631', '0', '0', '')",N>=2,False,True,854445.0,854445.0,False,run1
diamond-sea-vung-tau,2026-10-11,222442404_428810522_0_0_0,"('222442404', '428810522', '0', '0', '')",0,False,True,982611.0,982611.0,False,run1
diamond-sea-vung-tau,2026-10-11,222442408_391131631_4_0_0,"('222442408', '391131631', '0', '0', '')",N>=2,False,True,1666667.0,1666667.0,False,run1
diamond-sea-vung-tau,2026-10-11,222442405_391131631_6_0_0,"('222442405', '391131631', '0', '0', '')",N>=2,False,True,1077778.0,1077778.0,False,run1
diamond-sea-vung-tau,2026-10-11,222442405_428810522_0_0_0,"('222442405', '428810522', '0', '0', '')",0,False,True,1239445.0,1239445.0,False,run1
diamond-sea-vung-tau,2026-10-11,222442409_391131631_6_0_0,"('222442409', '391131631', '0', '0', '')",N>=2,False,True,2500000.0,2500000.0,False,run1
diamond-sea-vung-tau,2026-11-18,222442401_391131631_2_0_0,"('222442401', '391131631', '0', '0', '')",N>=2,False,True,410001.0,410001.0,False,run1
diamond-sea-vung-tau,2026-11-18,222442401_428810522_0_0_0,"('222442401', '428810522', '0', '0', '')",0,False,True,471500.0,471500.0,False,run1
diamond-sea-vung-tau,2026-11-18,222442402_391131631_2_0_0,"('222442402', '391131631', '0', '0', '')",N>=2,False,True,476667.0,476667.0,False,run1
diamond-sea-vung-tau,2026-11-18,222442402_428810522_0_0_0,"('222442402', '428810522', '0', '0', '')",0,False,True,548167.0,548167.0,False,run1
diamond-sea-vung-tau,2026-11-18,222442406_391131631_2_0_0,"('222442406', '391131631', '0', '0', '')",N>=2,False,True,611111.0,611111.0,False,run1
diamond-sea-vung-tau,2026-11-18,222442406_428810522_0_0_0,"('222442406', '428810522', '0', '0', '')",0,False,True,702778.0,702778.0,False,run1
diamond-sea-vung-tau,2026-11-18,222442407_391131631_2_0_0,"('222442407', '391131631', '0', '0', '')",N>=2,False,True,733334.0,733334.0,False,run1
diamond-sea-vung-tau,2026-11-18,222442407_428810522_0_0_0,"('222442407', '428810522', '0', '0', '')",0,False,True,843334.0,843334.0,False,run1
diamond-sea-vung-tau,2026-11-18,222442403_391131631_4_0_0,"('222442403', '391131631', '0', '0', '')",N>=2,False,True,743334.0,743334.0,False,run1
diamond-sea-vung-tau,2026-11-18,222442403_428810522_0_0_0,"('222442403', '428810522', '0', '0', '')",0,False,True,854834.0,854834.0,False,run1
diamond-sea-vung-tau,2026-11-18,222442404_391131631_4_0_0,"('222442404', '391131631', '0', '0', '')",N>=2,False,True,854445.0,854445.0,False,run1
diamond-sea-vung-tau,2026-11-18,222442404_428810522_0_0_0,"('222442404', '428810522', '0', '0', '')",0,False,True,982611.0,982611.0,False,run1
diamond-sea-vung-tau,2026-11-18,222442408_391131631_4_0_0,"('222442408', '391131631', '0', '0', '')",N>=2,False,True,1666667.0,1666667.0,False,run1
diamond-sea-vung-tau,2026-11-18,222442405_391131631_6_0_0,"('222442405', '391131631', '0', '0', '')",N>=2,False,True,1077778.0,1077778.0,False,run1
diamond-sea-vung-tau,2026-11-18,222442405_428810522_0_0_0,"('222442405', '428810522', '0', '0', '')",0,False,True,1239445.0,1239445.0,False,run1
diamond-sea-vung-tau,2026-11-18,222442409_391131631_6_0_0,"('222442409', '391131631', '0', '0', '')",N>=2,False,True,2500000.0,2500000.0,False,run1
dusit-le-palais-tu-hoa-hanoi,2026-10-01,bbasic_0,"('bbasic_0',)",?,False,False,3178236.0,,False,run1
dusit-le-palais-tu-hoa-hanoi,2026-10-01,1331064701_405638420_2_0_0,"('1331064701', '405638420', '0', '0', '')",N>=2,False,True,3826683.0,3826683.0,False,run1
dusit-le-palais-tu-hoa-hanoi,2026-10-01,1331064701_405638420_2_1_0,"('1331064701', '405638420', '1', '0', '')",N>=2,False,False,4302963.0,,False,run1
dusit-le-palais-tu-hoa-hanoi,2026-10-01,1331064701_416423956_2_2_0,"('1331064701', '416423956', '2', '0', '')",N>=2,False,True,4501980.0,4501980.0,False,run1
dusit-le-palais-tu-hoa-hanoi,2026-10-01,1331064701_416423956_2_1_0,"('1331064701', '416423956', '1', '0', '')",N>=2,False,False,4978260.0,,False,run1
dusit-le-palais-tu-hoa-hanoi,2026-10-01,1331064701_405638420_1_1_0,"('1331064701', '405638420', '1', '0', '')",1,True,True,4064823.0,4064823.0,False,run1
dusit-le-palais-tu-hoa-hanoi,2026-10-01,1331064701_416423956_1_1_0,"('1331064701', '416423956', '1', '0', '')",1,True,True,4740120.0,4740120.0,False,run1
dusit-le-palais-tu-hoa-hanoi,2026-10-01,1331064702_bbasic_0,"('1331064702_bbasic_0',)",0,False,False,3178236.0,,False,run1
dusit-le-palais-tu-hoa-hanoi,2026-10-01,1331064702_405638420_2_0_0,"('1331064702', '405638420', '0', '0', '')",N>=2,False,True,3826683.0,3826683.0,False,run1
dusit-le-palais-tu-hoa-hanoi,2026-10-01,1331064702_405638420_2_1_0,"('1331064702', '405638420', '1', '0', '')",N>=2,False,False,4302963.0,,False,run1
dusit-le-palais-tu-hoa-hanoi,2026-10-01,1331064702_416423956_2_2_0,"('1331064702', '416423956', '2', '0', '')",N>=2,False,True,4501980.0,4501980.0,False,run1
dusit-le-palais-tu-hoa-hanoi,2026-10-01,1331064702_416423956_2_1_0,"('1331064702', '416423956', '1', '0', '')",N>=2,False,False,4978260.0,,False,run1
dusit-le-palais-tu-hoa-hanoi,2026-10-01,1331064702_405638420_1_1_0,"('1331064702', '405638420', '1', '0', '')",1,True,True,4064823.0,4064823.0,False,run1
dusit-le-palais-tu-hoa-hanoi,2026-10-01,1331064702_416423956_1_1_0,"('1331064702', '416423956', '1', '0', '')",1,True,True,4740120.0,4740120.0,False,run1
dusit-le-palais-tu-hoa-hanoi,2026-10-01,1331064703_405638420_2_0_0,"('1331064703', '405638420', '0', '0', '')",N>=2,False,True,4308633.0,4308633.0,False,run1
dusit-le-palais-tu-hoa-hanoi,2026-10-01,1331064703_405638420_2_1_0,"('1331064703', '405638420', '1', '0', '')",N>=2,False,False,4784913.0,,False,run1
dusit-le-palais-tu-hoa-hanoi,2026-10-01,1331064703_416423956_2_2_0,"('1331064703', '416423956', '2', '0', '')",N>=2,False,True,5068980.0,5068980.0,False,run1
dusit-le-palais-tu-hoa-hanoi,2026-10-01,1331064703_416423956_2_1_0,"('1331064703', '416423956', '1', '0', '')",N>=2,False,False,5545260.0,,False,run1
dusit-le-palais-tu-hoa-hanoi,2026-10-01,1331064703_405638420_1_1_0,"('1331064703', '405638420', '1', '0', '')",1,True,True,4546773.0,4546773.0,False,run1
dusit-le-palais-tu-hoa-hanoi,2026-10-01,1331064703_416423956_1_1_0,"('1331064703', '416423956', '1', '0', '')",1,True,True,5307120.0,5307120.0,False,run1
dusit-le-palais-tu-hoa-hanoi,2026-10-01,1331064704_405638420_2_0_0,"('1331064704', '405638420', '0', '0', '')",N>=2,False,True,4597803.0,4597803.0,False,run1
dusit-le-palais-tu-hoa-hanoi,2026-10-01,1331064704_405638420_2_1_0,"('1331064704', '405638420', '1', '0', '')",N>=2,False,False,5074083.0,,False,run1
dusit-le-palais-tu-hoa-hanoi,2026-10-01,1331064704_416423956_2_2_0,"('1331064704', '416423956', '2', '0', '')",N>=2,False,True,5409180.0,5409180.0,False,run1
dusit-le-palais-tu-hoa-hanoi,2026-10-01,1331064704_416423956_2_1_0,"('1331064704', '416423956', '1', '0', '')",N>=2,False,False,5885460.0,,False,run1
dusit-le-palais-tu-hoa-hanoi,2026-10-01,1331064704_405638420_1_1_0,"('1331064704', '405638420', '1', '0', '')",1,True,True,4835943.0,4835943.0,False,run1
dusit-le-palais-tu-hoa-hanoi,2026-10-01,1331064704_416423956_1_1_0,"('1331064704', '416423956', '1', '0', '')",1,True,True,5647320.0,5647320.0,False,run1
dusit-le-palais-tu-hoa-hanoi,2026-10-01,1331064711_432042635_2_2_0,"('1331064711', '432042635', '2', '0', '')",N>=2,False,False,4758264.0,,False,run1
dusit-le-palais-tu-hoa-hanoi,2026-10-01,1331064711_432042635_1_2_0,"('1331064711', '432042635', '2', '0', '')",1,True,True,4293324.0,4293324.0,False,run1
dusit-le-palais-tu-hoa-hanoi,2026-10-01,1331064712_432042635_2_2_0,"('1331064712', '432042635', '2', '0', '')",N>=2,False,False,4758264.0,,False,run1
dusit-le-palais-tu-hoa-hanoi,2026-10-01,1331064712_432042635_1_2_0,"('1331064712', '432042635', '2', '0', '')",1,True,True,4293324.0,4293324.0,False,run1
dusit-le-palais-tu-hoa-hanoi,2026-10-01,1331064705_405638420_2_0_0,"('1331064705', '405638420', '0', '0', '')",N>=2,False,True,5079753.0,5079753.0,False,run1
dusit-le-palais-tu-hoa-hanoi,2026-10-01,1331064705_405638420_2_1_0,"('1331064705', '405638420', '1', '0', '')",N>=2,False,False,5556033.0,,False,run1
dusit-le-palais-tu-hoa-hanoi,2026-10-01,1331064705_416423956_2_2_0,"('1331064705', '416423956', '2', '0', '')",N>=2,False,True,5976180.0,5976180.0,False,run1
dusit-le-palais-tu-hoa-hanoi,2026-10-01,1331064705_416423956_2_1_0,"('1331064705', '416423956', '1', '0', '')",N>=2,False,False,6452460.0,,False,run1
dusit-le-palais-tu-hoa-hanoi,2026-10-01,1331064705_405638420_1_1_0,"('1331064705', '405638420', '1', '0', '')",1,True,True,5317893.0,5317893.0,False,run1
dusit-le-palais-tu-hoa-hanoi,2026-10-01,1331064705_416423956_1_1_0,"('1331064705', '416423956', '1', '0', '')",1,True,True,6214320.0,6214320.0,False,run1
dusit-le-palais-tu-hoa-hanoi,2026-10-01,1331064713_432042635_2_2_0,"('1331064713', '432042635', '2', '0', '')",N>=2,False,False,5211864.0,,False,run1
dusit-le-palais-tu-hoa-hanoi,2026-10-01,1331064713_432042635_1_2_0,"('1331064713', '432042635', '2', '0', '')",1,True,True,4746924.0,4746924.0,False,run1
dusit-le-palais-tu-hoa-hanoi,2026-10-01,1331064706_405638420_2_0_0,"('1331064706', '405638420', '0', '0', '')",N>=2,False,True,5368923.0,5368923.0,False,run1
dusit-le-palais-tu-hoa-hanoi,2026-10-01,1331064706_405638420_2_1_0,"('1331064706', '405638420', '1', '0', '')",N>=2,False,False,5845203.0,,False,run1
dusit-le-palais-tu-hoa-hanoi,2026-10-01,1331064706_416423956_2_2_0,"('1331064706', '416423956', '2', '0', '')",N>=2,False,True,6316380.0,6316380.0,False,run1
dusit-le-palais-tu-hoa-hanoi,2026-10-01,1331064706_416423956_2_1_0,"('1331064706', '416423956', '1', '0', '')",N>=2,False,False,6792660.0,,False,run1
dusit-le-palais-tu-hoa-hanoi,2026-10-01,1331064706_405638420_1_1_0,"('1331064706', '405638420', '1', '0', '')",1,True,True,5607063.0,5607063.0,False,run1
dusit-le-palais-tu-hoa-hanoi,2026-10-01,1331064706_416423956_1_1_0,"('1331064706', '416423956', '1', '0', '')",1,True,True,6554520.0,6554520.0,False,run1
dusit-le-palais-tu-hoa-hanoi,2026-10-01,1331064714_432042635_2_2_0,"('1331064714', '432042635', '2', '0', '')",N>=2,False,False,5484024.0,,False,run1
dusit-le-palais-tu-hoa-hanoi,2026-10-01,1331064714_432042635_1_2_0,"('1331064714', '432042635', '2', '0', '')",1,True,True,5019084.0,5019084.0,False,run1
dusit-le-palais-tu-hoa-hanoi,2026-10-01,1331064715_432042635_2_2_0,"('1331064715', '432042635', '2', '0', '')",N>=2,False,False,5937624.0,,False,run1
dusit-le-palais-tu-hoa-hanoi,2026-10-01,1331064715_432042635_1_2_0,"('1331064715', '432042635', '2', '0', '')",1,True,True,5472684.0,5472684.0,False,run1
dusit-le-palais-tu-hoa-hanoi,2026-10-01,1331064707_405638420_2_0_0,"('1331064707', '405638420', '0', '0', '')",N>=2,False,True,5947263.0,5947263.0,False,run1
dusit-le-palais-tu-hoa-hanoi,2026-10-01,1331064707_405638420_2_1_0,"('1331064707', '405638420', '1', '0', '')",N>=2,False,False,6423543.0,,False,run1
dusit-le-palais-tu-hoa-hanoi,2026-10-01,1331064707_416423956_2_2_0,"('1331064707', '416423956', '2', '0', '')",N>=2,False,True,6996780.0,6996780.0,False,run1
dusit-le-palais-tu-hoa-hanoi,2026-10-01,1331064707_416423956_2_1_0,"('1331064707', '416423956', '1', '0', '')",N>=2,False,False,7473060.0,,False,run1
dusit-le-palais-tu-hoa-hanoi,2026-10-01,1331064707_405638420_1_1_0,"('1331064707', '405638420', '1', '0', '')",1,True,True,6185403.0,6185403.0,False,run1
dusit-le-palais-tu-hoa-hanoi,2026-10-01,1331064707_416423956_1_1_0,"('1331064707', '416423956', '1', '0', '')",1,True,True,7234920.0,7234920.0,False,run1
dusit-le-palais-tu-hoa-hanoi,2026-10-01,1331064716_432042635_2_2_0,"('1331064716', '432042635', '2', '0', '')",N>=2,False,False,6209784.0,,False,run1
dusit-le-palais-tu-hoa-hanoi,2026-10-01,1331064716_432042635_1_2_0,"('1331064716', '432042635', '2', '0', '')",1,True,True,5744844.0,5744844.0,False,run1
dusit-le-palais-tu-hoa-hanoi,2026-10-01,1331064708_405638420_2_0_0,"('1331064708', '405638420', '0', '0', '')",N>=2,False,True,6429213.0,6429213.0,False,run1
dusit-le-palais-tu-hoa-hanoi,2026-10-01,1331064708_405638420_2_1_0,"('1331064708', '405638420', '1', '0', '')",N>=2,False,False,6905493.0,,False,run1
