hotel,checkin,bid,fam,c3,sg,in_other,p2,p1,only1,vs
dusit-le-palais-tu-hoa-hanoi,2026-10-01,1331064702_405638420_2_1_0,"('1331064702', '405638420', '1', '0', '')",N>=2,False,False,4302963.0,,False,run2
dusit-le-palais-tu-hoa-hanoi,2026-10-01,1331064702_416423956_2_2_0,"('1331064702', '416423956', '2', '0', '')",N>=2,False,True,4501980.0,4501980.0,False,run2
dusit-le-palais-tu-hoa-hanoi,2026-10-01,1331064702_416423956_2_1_0,"('1331064702', '416423956', '1', '0', '')",N>=2,False,False,4978260.0,,False,run2
dusit-le-palais-tu-hoa-hanoi,2026-10-01,1331064703_405638420_2_0_0,"('1331064703', '405638420', '0', '0', '')",N>=2,False,True,4308633.0,4308633.0,False,run2
dusit-le-palais-tu-hoa-hanoi,2026-10-01,1331064703_405638420_2_1_0,"('1331064703', '405638420', '1', '0', '')",N>=2,False,False,4784913.0,,False,run2
dusit-le-palais-tu-hoa-hanoi,2026-10-01,1331064703_416423956_2_2_0,"('1331064703', '416423956', '2', '0', '')",N>=2,False,True,5068980.0,5068980.0,False,run2
dusit-le-palais-tu-hoa-hanoi,2026-10-01,1331064703_416423956_2_1_0,"('1331064703', '416423956', '1', '0', '')",N>=2,False,False,5545260.0,,False,run2
dusit-le-palais-tu-hoa-hanoi,2026-10-01,1331064704_405638420_2_0_0,"('1331064704', '405638420', '0', '0', '')",N>=2,False,True,4597803.0,4597803.0,False,run2
dusit-le-palais-tu-hoa-hanoi,2026-10-01,1331064704_405638420_2_1_0,"('1331064704', '405638420', '1', '0', '')",N>=2,False,False,5074083.0,,False,run2
dusit-le-palais-tu-hoa-hanoi,2026-10-01,1331064704_416423956_2_2_0,"('1331064704', '416423956', '2', '0', '')",N>=2,False,True,5409180.0,5409180.0,False,run2
dusit-le-palais-tu-hoa-hanoi,2026-10-01,1331064704_416423956_2_1_0,"('1331064704', '416423956', '1', '0', '')",N>=2,False,False,5885460.0,,False,run2
dusit-le-palais-tu-hoa-hanoi,2026-10-01,1331064711_432042635_2_2_0,"('1331064711', '432042635', '2', '0', '')",N>=2,False,False,4758264.0,,False,run2
dusit-le-palais-tu-hoa-hanoi,2026-10-01,1331064712_432042635_2_2_0,"('1331064712', '432042635', '2', '0', '')",N>=2,False,False,4758264.0,,False,run2
dusit-le-palais-tu-hoa-hanoi,2026-10-01,1331064705_405638420_2_0_0,"('1331064705', '405638420', '0', '0', '')",N>=2,False,True,5079753.0,5079753.0,False,run2
dusit-le-palais-tu-hoa-hanoi,2026-10-01,1331064705_405638420_2_1_0,"('1331064705', '405638420', '1', '0', '')",N>=2,False,False,5556033.0,,False,run2
dusit-le-palais-tu-hoa-hanoi,2026-10-01,1331064705_416423956_2_2_0,"('1331064705', '416423956', '2', '0', '')",N>=2,False,True,5976180.0,5976180.0,False,run2
dusit-le-palais-tu-hoa-hanoi,2026-10-01,1331064705_416423956_2_1_0,"('1331064705', '416423956', '1', '0', '')",N>=2,False,False,6452460.0,,False,run2
dusit-le-palais-tu-hoa-hanoi,2026-10-01,1331064713_432042635_2_2_0,"('1331064713', '432042635', '2', '0', '')",N>=2,False,False,5211864.0,,False,run2
dusit-le-palais-tu-hoa-hanoi,2026-10-01,1331064706_405638420_2_0_0,"('1331064706', '405638420', '0', '0', '')",N>=2,False,True,5368923.0,5368923.0,False,run2
dusit-le-palais-tu-hoa-hanoi,2026-10-01,1331064706_405638420_2_1_0,"('1331064706', '405638420', '1', '0', '')",N>=2,False,False,5845203.0,,False,run2
dusit-le-palais-tu-hoa-hanoi,2026-10-01,1331064706_416423956_2_2_0,"('1331064706', '416423956', '2', '0', '')",N>=2,False,True,6316380.0,6316380.0,False,run2
dusit-le-palais-tu-hoa-hanoi,2026-10-01,1331064706_416423956_2_1_0,"('1331064706', '416423956', '1', '0', '')",N>=2,False,False,6792660.0,,False,run2
dusit-le-palais-tu-hoa-hanoi,2026-10-01,1331064714_432042635_2_2_0,"('1331064714', '432042635', '2', '0', '')",N>=2,False,False,5484024.0,,False,run2
dusit-le-palais-tu-hoa-hanoi,2026-10-01,1331064715_432042635_2_2_0,"('1331064715', '432042635', '2', '0', '')",N>=2,False,False,5937624.0,,False,run2
dusit-le-palais-tu-hoa-hanoi,2026-10-01,1331064707_405638420_2_0_0,"('1331064707', '405638420', '0', '0', '')",N>=2,False,True,5947263.0,5947263.0,False,run2
dusit-le-palais-tu-hoa-hanoi,2026-10-01,1331064707_405638420_2_1_0,"('1331064707', '405638420', '1', '0', '')",N>=2,False,False,6423543.0,,False,run2
dusit-le-palais-tu-hoa-hanoi,2026-10-01,1331064707_416423956_2_2_0,"('1331064707', '416423956', '2', '0', '')",N>=2,False,True,6996780.0,6996780.0,False,run2
dusit-le-palais-tu-hoa-hanoi,2026-10-01,1331064707_416423956_2_1_0,"('1331064707', '416423956', '1', '0', '')",N>=2,False,False,7473060.0,,False,run2
dusit-le-palais-tu-hoa-hanoi,2026-10-01,1331064716_432042635_2_2_0,"('1331064716', '432042635', '2', '0', '')",N>=2,False,False,6209784.0,,False,run2
dusit-le-palais-tu-hoa-hanoi,2026-10-01,1331064708_405638420_2_0_0,"('1331064708', '405638420', '0', '0', '')",N>=2,False,True,6429213.0,6429213.0,False,run2
dusit-le-palais-tu-hoa-hanoi,2026-10-01,1331064708_405638420_2_1_0,"('1331064708', '405638420', '1', '0', '')",N>=2,False,False,6905493.0,,False,run2
dusit-le-palais-tu-hoa-hanoi,2026-10-01,1331064708_416423956_2_2_0,"('1331064708', '416423956', '2', '0', '')",N>=2,False,True,7563780.0,7563780.0,False,run2
dusit-le-palais-tu-hoa-hanoi,2026-10-01,1331064708_416423956_2_1_0,"('1331064708', '416423956', '1', '0', '')",N>=2,False,False,8040060.0,,False,run2
dusit-le-palais-tu-hoa-hanoi,2026-10-01,1331064717_432042635_2_2_0,"('1331064717', '432042635', '2', '0', '')",N>=2,False,False,6754104.0,,False,run2
dusit-le-palais-tu-hoa-hanoi,2026-10-01,1331064709_405638420_2_0_0,"('1331064709', '405638420', '0', '0', '')",N>=2,False,True,6911163.0,6911163.0,False,run2
dusit-le-palais-tu-hoa-hanoi,2026-10-01,1331064709_405638420_2_1_0,"('1331064709', '405638420', '1', '0', '')",N>=2,False,False,7387443.0,,False,run2
dusit-le-palais-tu-hoa-hanoi,2026-10-01,1331064709_416423956_2_2_0,"('1331064709', '416423956', '2', '0', '')",N>=2,False,True,8130780.0,8130780.0,False,run2
dusit-le-palais-tu-hoa-hanoi,2026-10-01,1331064709_416423956_2_1_0,"('1331064709', '416423956', '1', '0', '')",N>=2,False,False,8607060.0,,False,run2
dusit-le-palais-tu-hoa-hanoi,2026-10-01,1331064718_432042635_2_2_0,"('1331064718', '432042635', '2', '0', '')",N>=2,False,False,7207704.0,,False,run2
dusit-le-palais-tu-hoa-hanoi,2026-10-01,1331064719_432042635_2_2_0,"('1331064719', '432042635', '2', '0', '')",N>=2,False,False,7661304.0,,False,run2
dusit-le-palais-tu-hoa-hanoi,2026-10-01,1331064701_405638420_1_1_0,"('1331064701', '405638420', '1', '0', '')",1,True,False,,4064823.0,True,run2
dusit-le-palais-tu-hoa-hanoi,2026-10-01,1331064701_416423956_1_1_0,"('1331064701', '416423956', '1', '0', '')",1,True,False,,4740120.0,True,run2
dusit-le-palais-tu-hoa-hanoi,2026-10-01,1331064702_405638420_1_1_0,"('1331064702', '405638420', '1', '0', '')",1,True,False,,4064823.0,True,run2
dusit-le-palais-tu-hoa-hanoi,2026-10-01,1331064702_416423956_1_1_0,"('1331064702', '416423956', '1', '0', '')",1,True,False,,4740120.0,True,run2
dusit-le-palais-tu-hoa-hanoi,2026-10-01,1331064711_432042635_1_2_0,"('1331064711', '432042635', '2', '0', '')",1,True,False,,4293324.0,True,run2
dusit-le-palais-tu-hoa-hanoi,2026-10-01,1331064712_432042635_1_2_0,"('1331064712', '432042635', '2', '0', '')",1,True,False,,4293324.0,True,run2
dusit-le-palais-tu-hoa-hanoi,2026-10-01,1331064703_405638420_1_1_0,"('1331064703', '405638420', '1', '0', '')",1,True,False,,4546773.0,True,run2
dusit-le-palais-tu-hoa-hanoi,2026-10-01,1331064703_416423956_1_1_0,"('1331064703', '416423956', '1', '0', '')",1,True,False,,5307120.0,True,run2
dusit-le-palais-tu-hoa-hanoi,2026-10-01,1331064713_432042635_1_2_0,"('1331064713', '432042635', '2', '0', '')",1,True,False,,4746924.0,True,run2
dusit-le-palais-tu-hoa-hanoi,2026-10-01,1331064704_405638420_1_1_0,"('1331064704', '405638420', '1', '0', '')",1,True,False,,4835943.0,True,run2
dusit-le-palais-tu-hoa-hanoi,2026-10-01,1331064704_416423956_1_1_0,"('1331064704', '416423956', '1', '0', '')",1,True,False,,5647320.0,True,run2
dusit-le-palais-tu-hoa-hanoi,2026-10-01,1331064714_432042635_1_2_0,"('1331064714', '432042635', '2', '0', '')",1,True,False,,5019084.0,True,run2
dusit-le-palais-tu-hoa-hanoi,2026-10-01,1331064705_405638420_1_1_0,"('1331064705', '405638420', '1', '0', '')",1,True,False,,5317893.0,True,run2
dusit-le-palais-tu-hoa-hanoi,2026-10-01,1331064705_416423956_1_1_0,"('1331064705', '416423956', '1', '0', '')",1,True,False,,6214320.0,True,run2
dusit-le-palais-tu-hoa-hanoi,2026-10-01,1331064715_432042635_1_2_0,"('1331064715', '432042635', '2', '0', '')",1,True,False,,5472684.0,True,run2
dusit-le-palais-tu-hoa-hanoi,2026-10-01,1331064706_405638420_1_1_0,"('1331064706', '405638420', '1', '0', '')",1,True,False,,5607063.0,True,run2
dusit-le-palais-tu-hoa-hanoi,2026-10-01,1331064706_416423956_1_1_0,"('1331064706', '416423956', '1', '0', '')",1,True,False,,6554520.0,True,run2
dusit-le-palais-tu-hoa-hanoi,2026-10-01,1331064716_432042635_1_2_0,"('1331064716', '432042635', '2', '0', '')",1,True,False,,5744844.0,True,run2
dusit-le-palais-tu-hoa-hanoi,2026-10-01,1331064707_405638420_1_1_0,"('1331064707', '405638420', '1', '0', '')",1,True,False,,6185403.0,True,run2
dusit-le-palais-tu-hoa-hanoi,2026-10-01,1331064707_416423956_1_1_0,"('1331064707', '416423956', '1', '0', '')",1,True,False,,7234920.0,True,run2
dusit-le-palais-tu-hoa-hanoi,2026-10-01,1331064717_432042635_1_2_0,"('1331064717', '432042635', '2', '0', '')",1,True,False,,6289164.0,True,run2
dusit-le-palais-tu-hoa-hanoi,2026-10-01,1331064708_405638420_1_1_0,"('1331064708', '405638420', '1', '0', '')",1,True,False,,6667353.0,True,run2
dusit-le-palais-tu-hoa-hanoi,2026-10-01,1331064708_416423956_1_1_0,"('1331064708', '416423956', '1', '0', '')",1,True,False,,7801920.0,True,run2
dusit-le-palais-tu-hoa-hanoi,2026-10-01,1331064718_432042635_1_2_0,"('1331064718', '432042635', '2', '0', '')",1,True,False,,6742764.0,True,run2
dusit-le-palais-tu-hoa-hanoi,2026-10-01,1331064709_405638420_1_1_0,"('1331064709', '405638420', '1', '0', '')",1,True,False,,7149303.0,True,run2
dusit-le-palais-tu-hoa-hanoi,2026-10-01,1331064709_416423956_1_1_0,"('1331064709', '416423956', '1', '0', '')",1,True,False,,8368920.0,True,run2
dusit-le-palais-tu-hoa-hanoi,2026-10-01,1331064719_432042635_1_2_0,"('1331064719', '432042635', '2', '0', '')",1,True,False,,7196364.0,True,run2
dusit-le-palais-tu-hoa-hanoi,2026-10-11,bbasic_0,"('bbasic_0',)",?,False,False,3309589.0,,False,run2
dusit-le-palais-tu-hoa-hanoi,2026-10-11,1331064702_405638420_2_0_0,"('1331064702', '405638420', '0', '0', '')",N>=2,False,True,3633903.0,3633903.0,False,run2
dusit-le-palais-tu-hoa-hanoi,2026-10-11,1331064702_405638420_2_1_0,"('1331064702', '405638420', '1', '0', '')",N>=2,False,False,4110183.0,,False,run2
dusit-le-palais-tu-hoa-hanoi,2026-10-11,1331064702_416423956_2_2_0,"('1331064702', '416423956', '2', '0', '')",N>=2,False,True,4275180.0,4275180.0,False,run2
dusit-le-palais-tu-hoa-hanoi,2026-10-11,1331064702_416423956_2_1_0,"('1331064702', '416423956', '1', '0', '')",N>=2,False,False,4751460.0,,False,run2
dusit-le-palais-tu-hoa-hanoi,2026-10-11,1331064701_bbasic_0,"('1331064701_bbasic_0',)",0,False,False,3309589.0,,False,run2
dusit-le-palais-tu-hoa-hanoi,2026-10-11,1331064701_405638420_2_0_0,"('1331064701', '405638420', '0', '0', '')",N>=2,False,True,3633903.0,3633903.0,False,run2
dusit-le-palais-tu-hoa-hanoi,2026-10-11,1331064701_405638420_2_1_0,"('1331064701', '405638420', '1', '0', '')",N>=2,False,False,4110183.0,,False,run2
dusit-le-palais-tu-hoa-hanoi,2026-10-11,1331064701_416423956_2_2_0,"('1331064701', '416423956', '2', '0', '')",N>=2,False,True,4275180.0,4275180.0,False,run2
dusit-le-palais-tu-hoa-hanoi,2026-10-11,1331064701_416423956_2_1_0,"('1331064701', '416423956', '1', '0', '')",N>=2,False,False,4751460.0,,False,run2
dusit-le-palais-tu-hoa-hanoi,2026-10-11,1331064703_405638420_2_0_0,"('1331064703', '405638420', '0', '0', '')",N>=2,False,True,4115853.0,4115853.0,False,run2
dusit-le-palais-tu-hoa-hanoi,2026-10-11,1331064703_405638420_2_1_0,"('1331064703', '405638420', '1', '0', '')",N>=2,False,False,4592133.0,,False,run2
dusit-le-palais-tu-hoa-hanoi,2026-10-11,1331064703_416423956_2_2_0,"('1331064703', '416423956', '2', '0', '')",N>=2,False,True,4842180.0,4842180.0,False,run2
dusit-le-palais-tu-hoa-hanoi,2026-10-11,1331064703_416423956_2_1_0,"('1331064703', '416423956', '1', '0', '')",N>=2,False,False,5318460.0,,False,run2
dusit-le-palais-tu-hoa-hanoi,2026-10-11,1331064704_405638420_2_0_0,"('1331064704', '405638420', '0', '0', '')",N>=2,False,True,4405023.0,4405023.0,False,run2
dusit-le-palais-tu-hoa-hanoi,2026-10-11,1331064704_405638420_2_1_0,"('1331064704', '405638420', '1', '0', '')",N>=2,False,False,4881303.0,,False,run2
dusit-le-palais-tu-hoa-hanoi,2026-10-11,1331064704_416423956_2_2_0,"('1331064704', '416423956', '2', '0', '')",N>=2,False,True,5182380.0,5182380.0,False,run2
dusit-le-palais-tu-hoa-hanoi,2026-10-11,1331064704_416423956_2_1_0,"('1331064704', '416423956', '1', '0', '')",N>=2,False,False,5658660.0,,False,run2
dusit-le-palais-tu-hoa-hanoi,2026-10-11,1331064711_432042635_2_2_0,"('1331064711', '432042635', '2', '0', '')",N>=2,False,False,4576824.0,,False,run2
dusit-le-palais-tu-hoa-hanoi,2026-10-11,1331064712_432042635_2_2_0,"('1331064712', '432042635', '2', '0', '')",N>=2,False,False,4576824.0,,False,run2
dusit-le-palais-tu-hoa-hanoi,2026-10-11,1331064705_405638420_2_0_0,"('1331064705', '405638420', '0', '0', '')",N>=2,False,True,4886973.0,4886973.0,False,run2
dusit-le-palais-tu-hoa-hanoi,2026-10-11,1331064705_405638420_2_1_0,"('1331064705', '405638420', '1', '0', '')",N>=2,False,False,5363253.0,,False,run2
dusit-le-palais-tu-hoa-hanoi,2026-10-11,1331064705_416423956_2_2_0,"('1331064705', '416423956', '2', '0', '')",N>=2,False,True,5749380.0,5749380.0,False,run2
dusit-le-palais-tu-hoa-hanoi,2026-10-11,1331064705_416423956_2_1_0,"('1331064705', '416423956', '1', '0', '')",N>=2,False,False,6225660.0,,False,run2
dusit-le-palais-tu-hoa-hanoi,2026-10-11,1331064713_432042635_2_2_0,"('1331064713', '432042635', '2', '0', '')",N>=2,False,False,5030424.0,,False,run2
dusit-le-palais-tu-hoa-hanoi,2026-10-11,1331064706_405638420_2_0_0,"('1331064706', '405638420', '0', '0', '')",N>=2,False,True,5176143.0,5176143.0,False,run2
dusit-le-palais-tu-hoa-hanoi,2026-10-11,1331064706_405638420_2_1_0,"('1331064706', '405638420', '1', '0', '')",N>=2,False,False,5652423.0,,False,run2
dusit-le-palais-tu-hoa-hanoi,2026-10-11,1331064706_416423956_2_2_0,"('1331064706', '416423956', '2', '0', '')",N>=2,False,True,6089580.0,6089580.0,False,run2
dusit-le-palais-tu-hoa-hanoi,2026-10-11,1331064706_416423956_2_1_0,"('1331064706', '416423956', '1', '0', '')",N>=2,False,False,6565860.0,,False,run2
dusit-le-palais-tu-hoa-hanoi,2026-10-11,1331064714_432042635_2_2_0,"('1331064714', '432042635', '2', '0', '')",N>=2,False,False,5302584.0,,False,run2
dusit-le-palais-tu-hoa-hanoi,2026-10-11,1331064707_405638420_2_0_0,"('1331064707', '405638420', '0', '0', '')",N>=2,False,True,5754483.0,5754483.0,False,run2
dusit-le-palais-tu-hoa-hanoi,2026-10-11,1331064707_405638420_2_1_0,"('1331064707', '405638420', '1', '0', '')",N>=2,False,False,6230763.0,,False,run2
dusit-le-palais-tu-hoa-hanoi,2026-10-11,1331064707_416423956_2_2_0,"('1331064707', '416423956', '2', '0', '')",N>=2,False,True,6769980.0,6769980.0,False,run2
dusit-le-palais-tu-hoa-hanoi,2026-10-11,1331064707_416423956_2_1_0,"('1331064707', '416423956', '1', '0', '')",N>=2,False,False,7246260.0,,False,run2
dusit-le-palais-tu-hoa-hanoi,2026-10-11,1331064715_432042635_2_2_0,"('1331064715', '432042635', '2', '0', '')",N>=2,False,False,5756184.0,,False,run2
dusit-le-palais-tu-hoa-hanoi,2026-10-11,1331064716_432042635_2_2_0,"('1331064716', '432042635', '2', '0', '')",N>=2,False,False,6028344.0,,False,run2
dusit-le-palais-tu-hoa-hanoi,2026-10-11,1331064708_405638420_2_0_0,"('1331064708', '405638420', '0', '0', '')",N>=2,False,True,6236433.0,6236433.0,False,run2
dusit-le-palais-tu-hoa-hanoi,2026-10-11,1331064708_405638420_2_1_0,"('1331064708', '405638420', '1', '0', '')",N>=2,False,False,6712713.0,,False,run2
dusit-le-palais-tu-hoa-hanoi,2026-10-11,1331064708_416423956_2_2_0,"('1331064708', '416423956', '2', '0', '')",N>=2,False,True,7336980.0,7336980.0,False,run2
dusit-le-palais-tu-hoa-hanoi,2026-10-11,1331064708_416423956_2_1_0,"('1331064708', '416423956', '1', '0', '')",N>=2,False,False,7813260.0,,False,run2
dusit-le-palais-tu-hoa-hanoi,2026-10-11,1331064717_432042635_2_2_0,"('1331064717', '432042635', '2', '0', '')",N>=2,False,False,6572664.0,,False,run2
dusit-le-palais-tu-hoa-hanoi,2026-10-11,1331064709_405638420_2_0_0,"('1331064709', '405638420', '0', '0', '')",N>=2,False,True,6718383.0,6718383.0,False,run2
dusit-le-palais-tu-hoa-hanoi,2026-10-11,1331064709_405638420_2_1_0,"('1331064709', '405638420', '1', '0', '')",N>=2,False,False,7194663.0,,False,run2
dusit-le-palais-tu-hoa-hanoi,2026-10-11,1331064709_416423956_2_2_0,"('1331064709', '416423956', '2', '0', '')",N>=2,False,True,7903980.0,7903980.0,False,run2
dusit-le-palais-tu-hoa-hanoi,2026-10-11,1331064709_416423956_2_1_0,"('1331064709', '416423956', '1', '0', '')",N>=2,False,False,8380260.0,,False,run2
dusit-le-palais-tu-hoa-hanoi,2026-10-11,1331064718_432042635_2_2_0,"('1331064718', '432042635', '2', '0', '')",N>=2,False,False,7026264.0,,False,run2
dusit-le-palais-tu-hoa-hanoi,2026-10-11,1331064719_432042635_2_2_0,"('1331064719', '432042635', '2', '0', '')",N>=2,False,False,7479864.0,,False,run2
dusit-le-palais-tu-hoa-hanoi,2026-10-11,1331064701_405638420_1_1_0,"('1331064701', '405638420', '1', '0', '')",1,True,False,,3872043.0,True,run2
dusit-le-palais-tu-hoa-hanoi,2026-10-11,1331064701_416423956_1_1_0,"('1331064701', '416423956', '1', '0', '')",1,True,False,,4513320.0,True,run2
dusit-le-palais-tu-hoa-hanoi,2026-10-11,1331064702_405638420_1_1_0,"('1331064702', '405638420', '1', '0', '')",1,True,False,,3872043.0,True,run2
dusit-le-palais-tu-hoa-hanoi,2026-10-11,1331064702_416423956_1_1_0,"('1331064702', '416423956', '1', '0', '')",1,True,False,,4513320.0,True,run2
dusit-le-palais-tu-hoa-hanoi,2026-10-11,1331064711_432042635_1_2_0,"('1331064711', '432042635', '2', '0', '')",1,True,False,,4111884.0,True,run2
dusit-le-palais-tu-hoa-hanoi,2026-10-11,1331064712_432042635_1_2_0,"('1331064712', '432042635', '2', '0', '')",1,True,False,,4111884.0,True,run2
dusit-le-palais-tu-hoa-hanoi,2026-10-11,1331064703_405638420_1_1_0,"('1331064703', '405638420', '1', '0', '')",1,True,False,,4353993.0,True,run2
dusit-le-palais-tu-hoa-hanoi,2026-10-11,1331064703_416423956_1_1_0,"('1331064703', '416423956', '1', '0', '')",1,True,False,,5080320.0,True,run2
dusit-le-palais-tu-hoa-hanoi,2026-10-11,1331064713_432042635_1_2_0,"('1331064713', '432042635', '2', '0', '')",1,True,False,,4565484.0,True,run2
dusit-le-palais-tu-hoa-hanoi,2026-10-11,1331064704_405638420_1_1_0,"('1331064704', '405638420', '1', '0', '')",1,True,False,,4643163.0,True,run2
dusit-le-palais-tu-hoa-hanoi,2026-10-11,1331064704_416423956_1_1_0,"('1331064704', '416423956', '1', '0', '')",1,True,False,,5420520.0,True,run2
dusit-le-palais-tu-hoa-hanoi,2026-10-11,1331064714_432042635_1_2_0,"('1331064714', '432042635', '2', '0', '')",1,True,False,,4837644.0,True,run2
dusit-le-palais-tu-hoa-hanoi,2026-10-11,1331064705_405638420_1_1_0,"('1331064705', '405638420', '1', '0', '')",1,True,False,,5125113.0,True,run2
dusit-le-palais-tu-hoa-hanoi,2026-10-11,1331064705_416423956_1_1_0,"('1331064705', '416423956', '1', '0', '')",1,True,False,,5987520.0,True,run2
dusit-le-palais-tu-hoa-hanoi,2026-10-11,1331064715_432042635_1_2_0,"('1331064715', '432042635', '2', '0', '')",1,True,False,,5291244.0,True,run2
dusit-le-palais-tu-hoa-hanoi,2026-10-11,1331064706_405638420_1_1_0,"('1331064706', '405638420', '1', '0', '')",1,True,False,,5414283.0,True,run2
dusit-le-palais-tu-hoa-hanoi,2026-10-11,1331064706_416423956_1_1_0,"('1331064706', '416423956', '1', '0', '')",1,True,False,,6327720.0,True,run2
dusit-le-palais-tu-hoa-hanoi,2026-10-11,1331064716_432042635_1_2_0,"('1331064716', '432042635', '2', '0', '')",1,True,False,,5563404.0,True,run2
dusit-le-palais-tu-hoa-hanoi,2026-10-11,1331064707_405638420_1_1_0,"('1331064707', '405638420', '1', '0', '')",1,True,False,,5992623.0,True,run2
dusit-le-palais-tu-hoa-hanoi,2026-10-11,1331064707_416423956_1_1_0,"('1331064707', '416423956', '1', '0', '')",1,True,False,,7008120.0,True,run2
dusit-le-palais-tu-hoa-hanoi,2026-10-11,1331064717_432042635_1_2_0,"('1331064717', '432042635', '2', '0', '')",1,True,False,,6107724.0,True,run2
dusit-le-palais-tu-hoa-hanoi,2026-10-11,1331064708_405638420_1_1_0,"('1331064708', '405638420', '1', '0', '')",1,True,False,,6474573.0,True,run2
dusit-le-palais-tu-hoa-hanoi,2026-10-11,1331064708_416423956_1_1_0,"('1331064708', '416423956', '1', '0', '')",1,True,False,,7575120.0,True,run2
dusit-le-palais-tu-hoa-hanoi,2026-10-11,1331064718_432042635_1_2_0,"('1331064718', '432042635', '2', '0', '')",1,True,False,,6561324.0,True,run2
dusit-le-palais-tu-hoa-hanoi,2026-10-11,1331064709_405638420_1_1_0,"('1331064709', '405638420', '1', '0', '')",1,True,False,,6956523.0,True,run2
dusit-le-palais-tu-hoa-hanoi,2026-10-11,1331064709_416423956_1_1_0,"('1331064709', '416423956', '1', '0', '')",1,True,False,,8142120.0,True,run2
dusit-le-palais-tu-hoa-hanoi,2026-10-11,1331064719_432042635_1_2_0,"('1331064719', '432042635', '2', '0', '')",1,True,False,,7014924.0,True,run2
dusit-le-palais-tu-hoa-hanoi,2026-11-18,1331064701_405638420_2_0_0,"('1331064701', '405638420', '0', '0', '')",N>=2,False,True,4068140.0,4068140.0,False,run2
dusit-le-palais-tu-hoa-hanoi,2026-11-18,1331064701_405638420_2_1_0,"('1331064701', '405638420', '1', '0', '')",N>=2,False,False,4544420.0,,False,run2
dusit-le-palais-tu-hoa-hanoi,2026-11-18,1331064701_416423956_2_2_0,"('1331064701', '416423956', '2', '0', '')",N>=2,False,True,4786047.0,4786047.0,False,run2
dusit-le-palais-tu-hoa-hanoi,2026-11-18,1331064701_416423956_2_1_0,"('1331064701', '416423956', '1', '0', '')",N>=2,False,False,5262327.0,,False,run2
dusit-le-palais-tu-hoa-hanoi,2026-11-18,1331064702_405638420_2_0_0,"('1331064702', '405638420', '0', '0', '')",N>=2,False,True,4068140.0,4068140.0,False,run2
dusit-le-palais-tu-hoa-hanoi,2026-11-18,1331064702_405638420_2_1_0,"('1331064702', '405638420', '1', '0', '')",N>=2,False,False,4544420.0,,False,run2
dusit-le-palais-tu-hoa-hanoi,2026-11-18,1331064702_416423956_2_2_0,"('1331064702', '416423956', '2', '0', '')",N>=2,False,True,4786047.0,4786047.0,False,run2
dusit-le-palais-tu-hoa-hanoi,2026-11-18,1331064702_416423956_2_1_0,"('1331064702', '416423956', '1', '0', '')",N>=2,False,False,5262327.0,,False,run2
dusit-le-palais-tu-hoa-hanoi,2026-11-18,1331064703_405638420_2_0_0,"('1331064703', '405638420', '0', '0', '')",N>=2,False,True,4550090.0,4550090.0,False,run2
dusit-le-palais-tu-hoa-hanoi,2026-11-18,1331064703_405638420_2_1_0,"('1331064703', '405638420', '1', '0', '')",N>=2,False,False,5026370.0,,False,run2
dusit-le-palais-tu-hoa-hanoi,2026-11-18,1331064703_416423956_2_2_0,"('1331064703', '416423956', '2', '0', '')",N>=2,False,True,5353047.0,5353047.0,False,run2
dusit-le-palais-tu-hoa-hanoi,2026-11-18,1331064703_416423956_2_1_0,"('1331064703', '416423956', '1', '0', '')",N>=2,False,False,5829327.0,,False,run2
dusit-le-palais-tu-hoa-hanoi,2026-11-18,1331064704_405638420_2_0_0,"('1331064704', '405638420', '0', '0', '')",N>=2,False,True,4839260.0,4839260.0,False,run2
dusit-le-palais-tu-hoa-hanoi,2026-11-18,1331064704_405638420_2_1_0,"('1331064704', '405638420', '1', '0', '')",N>=2,False,False,5315540.0,,False,run2
dusit-le-palais-tu-hoa-hanoi,2026-11-18,1331064704_416423956_2_2_0,"('1331064704', '416423956', '2', '0', '')",N>=2,False,True,5693247.0,5693247.0,False,run2
dusit-le-palais-tu-hoa-hanoi,2026-11-18,1331064704_416423956_2_1_0,"('1331064704', '416423956', '1', '0', '')",N>=2,False,False,6169527.0,,False,run2
dusit-le-palais-tu-hoa-hanoi,2026-11-18,1331064711_432042635_2_2_0,"('1331064711', '432042635', '2', '0', '')",N>=2,False,False,4985518.0,,False,run2
dusit-le-palais-tu-hoa-hanoi,2026-11-18,1331064712_432042635_2_2_0,"('1331064712', '432042635', '2', '0', '')",N>=2,False,False,4985518.0,,False,run2
dusit-le-palais-tu-hoa-hanoi,2026-11-18,1331064705_405638420_2_0_0,"('1331064705', '405638420', '0', '0', '')",N>=2,False,True,5321210.0,5321210.0,False,run2
dusit-le-palais-tu-hoa-hanoi,2026-11-18,1331064705_405638420_2_1_0,"('1331064705', '405638420', '1', '0', '')",N>=2,False,False,5797490.0,,False,run2
dusit-le-palais-tu-hoa-hanoi,2026-11-18,1331064705_416423956_2_2_0,"('1331064705', '416423956', '2', '0', '')",N>=2,False,True,6260247.0,6260247.0,False,run2
dusit-le-palais-tu-hoa-hanoi,2026-11-18,1331064705_416423956_2_1_0,"('1331064705', '416423956', '1', '0', '')",N>=2,False,False,6736527.0,,False,run2
dusit-le-palais-tu-hoa-hanoi,2026-11-18,1331064713_432042635_2_2_0,"('1331064713', '432042635', '2', '0', '')",N>=2,False,False,5439118.0,,False,run2
